//X Y Z Scalar_field
50032
26.37135315 117.62643433 1.17475653 -1865.000000
26.36259079 117.63494110 1.18940210 -1849.000000
26.36504364 117.63256073 1.18451977 -1782.000000
26.35347748 117.64447784 1.19183969 -1903.000000
26.34612274 117.65161896 1.19574308 -1927.000000
26.33456421 117.66285706 1.19769144 -1957.000000
26.50893784 117.49617767 1.18408394 -1904.000000
26.50437546 117.50128937 1.18847704 -1917.000000
26.35114288 117.66240692 1.18890953 -2022.000000
26.53488922 117.56353760 1.21241951 -2030.000000
26.49059296 117.52284241 1.20019150 -1957.000000
26.50811386 117.50513458 1.20019770 -1973.000000
26.50366974 117.50196838 1.19384813 -1923.000000
26.52518082 117.51919556 1.20069408 -2039.000000
26.51524734 117.51319885 1.19434118 -2031.000000
26.50801086 117.51274109 1.19287443 -1997.000000
26.49631500 117.50911713 1.19726324 -1936.000000
26.50952530 117.52692413 1.19678164 -2031.000000
26.53697586 117.51522064 1.20313978 -2034.000000
26.52670670 117.53268433 1.20460129 -2020.000000
26.53639603 117.53076172 1.20607042 -2027.000000
26.55426788 117.53653717 1.21389151 -2035.000000
26.53791809 117.54493713 1.20997763 -2035.000000
26.53535080 117.55560303 1.21339512 -2034.000000
26.48826218 117.51693726 1.20067835 -1916.000000
26.49258423 117.52839661 1.19384480 -2009.000000
26.49773026 117.53089142 1.19433498 -2031.000000
26.47879791 117.52681732 1.20311594 -1922.000000
26.49609756 117.54813385 1.19677734 -2033.000000
26.48640060 117.55005646 1.19482040 -2038.000000
26.51034546 117.54178619 1.20020103 -2038.000000
26.51362991 117.55356598 1.20459700 -2037.000000
26.50076675 117.55924225 1.20166302 -2018.000000
26.52600098 117.55719757 1.21192741 -2035.000000
26.52028656 117.57022858 1.21436691 -2035.000000
26.53465652 117.57940674 1.21534967 -2037.000000
26.55989838 117.55354309 1.21242952 -2031.000000
26.55275726 117.54549408 1.21242619 -2038.000000
26.56456757 117.56465912 1.21096706 -2022.000000
26.55228806 117.55411530 1.21682024 -2035.000000
26.55124283 117.55514526 1.21047306 -2027.000000
26.55322647 117.56069946 1.21584511 -2040.000000
26.56012344 117.56149292 1.21096516 -2040.000000
26.52915573 117.57726288 1.21485949 -2040.000000
26.52401733 117.57477570 1.21436882 -2028.000000
26.56738281 117.60890198 1.20413494 -2027.000000
26.56388092 117.61229706 1.20901632 -2035.000000
26.46280289 117.58184052 1.19725323 -2032.000000
26.46303177 117.54212952 1.20359945 -1932.000000
26.47506714 117.54610443 1.19383860 -2016.000000
26.46396255 117.54938507 1.19676352 -2021.000000
26.47705460 117.55165100 1.19335127 -2030.000000
26.47893143 117.56549072 1.19677114 -2020.000000
26.45041275 117.55505371 1.20554733 -1923.000000
26.45895767 117.56174469 1.19432020 -2020.000000
26.46678162 117.56980133 1.19432402 -2035.000000
26.46058655 117.56833649 1.19334555 -2030.000000
26.49072647 117.56152344 1.19970512 -2027.000000
26.49295425 117.57432556 1.20361376 -2028.000000
26.48571396 117.57386780 1.20263386 -1993.000000
26.49493790 117.58056641 1.20312595 -2038.000000
26.47776413 117.57411957 1.20116520 -2028.000000
26.47553635 117.58442688 1.20458269 -2013.000000
26.49237061 117.59055328 1.20654297 -2036.000000
26.49213409 117.58329010 1.20800734 -2038.000000
26.45696259 117.58002472 1.19676256 -2035.000000
26.43149185 117.57413483 1.20505285 -1940.000000
26.43699265 117.57627869 1.19382429 -2024.000000
26.43793106 117.58284760 1.19284868 -2017.000000
26.44774628 117.59646606 1.19822502 -2032.000000
26.44622803 117.58229828 1.19431639 -2027.000000
26.47368240 117.59372711 1.20262957 -2031.000000
26.45709229 117.59487915 1.20018148 -2022.000000
26.46246719 117.60530090 1.20506763 -2033.000000
26.46480560 117.61053467 1.20457935 -2039.000000
26.46783447 117.61573792 1.20409346 -2027.000000
26.48722839 117.61187744 1.21386719 -2040.000000
26.50113678 117.60517120 1.21143103 -2029.000000
26.49365234 117.59747314 1.21142721 -2034.000000
26.47472763 117.61653137 1.21093225 -2032.000000
26.56517410 117.61853027 1.20804024 -2013.000000
26.62432480 117.73057556 1.20514297 -2013.000000
26.62222290 117.73262024 1.21002436 -2035.000000
26.44997406 117.65692139 1.21190119 -2040.000000
26.40534210 117.61587524 1.19381285 -2026.000000
26.43629837 117.60009766 1.19577837 -2040.000000
26.43430710 117.59454346 1.19626570 -2027.000000
26.40906906 117.59659576 1.20309019 -1953.000000
26.42181015 117.59919739 1.19333076 -2012.000000
26.41561508 117.59771729 1.19284010 -2024.000000
26.42823410 117.60861206 1.19870520 -2036.000000
26.42952347 117.61484528 1.19772911 -2032.000000
26.41958618 117.60952759 1.19723654 -2032.000000
26.45206833 117.60791779 1.20262146 -2029.000000
26.45008469 117.62550354 1.20555115 -2038.000000
26.43524551 117.62494659 1.20310307 -2030.000000
26.43256760 117.61938477 1.19773054 -2011.000000
26.44856262 117.63514709 1.20359850 -2018.000000
26.44808960 117.61994934 1.20603848 -2039.000000
26.41210938 117.62495422 1.19918728 -2040.000000
26.39599228 117.61746216 1.19185591 -2028.000000
26.40347672 117.62517548 1.19771862 -2031.000000
26.41760254 117.62711334 1.19967794 -2035.000000
26.42473984 117.63514709 1.20554113 -2034.000000
26.41994858 117.63230896 1.19919109 -1981.000000
26.43279648 117.65114594 1.20408058 -2022.000000
26.43011093 117.64558411 1.20456696 -2036.000000
26.42427063 117.64376831 1.20407677 -2040.000000
26.41223907 117.63980103 1.20260620 -1988.000000
26.42403793 117.65965271 1.20700741 -2035.000000
26.41784668 117.65819550 1.20651579 -2035.000000
26.45476913 117.65975952 1.20653105 -2026.000000
26.46644592 117.64024353 1.20555878 -2018.000000
26.46913910 117.64511871 1.20556021 -2026.000000
26.46445084 117.63468170 1.21190596 -2040.000000
26.45557785 117.65147400 1.20750809 -2035.000000
26.44985580 117.64138031 1.20848227 -2022.000000
26.47041321 117.65203857 1.20995522 -2038.000000
26.43058014 117.66078186 1.20798588 -2019.000000
26.42812347 117.66316986 1.21286821 -2035.000000
26.44145203 117.67337799 1.20750332 -2035.000000
26.36574936 117.65501404 1.19233322 -2030.000000
26.38502121 117.63630676 1.19282961 -2030.000000
26.37742233 117.63619995 1.19136143 -2030.000000
26.38898468 117.64809418 1.19771385 -2030.000000
26.38350296 117.64525604 1.19722366 -2034.000000
26.36387634 117.64186859 1.19428492 -2004.000000
26.40044403 117.64377594 1.20016003 -2040.000000
26.39984894 117.66068268 1.20309019 -2031.000000
26.39541626 117.65682220 1.20308828 -2008.000000
26.37976837 117.66454315 1.19917631 -2035.000000
26.39097977 117.67747498 1.20455217 -2039.000000
26.40511322 117.67872620 1.20651150 -2033.000000
26.40102005 117.67520142 1.20650959 -2039.000000
26.36796570 117.66920471 1.19624233 -2029.000000
26.36528015 117.66364288 1.19672871 -2034.000000
26.33899689 117.66671753 1.19183493 -2018.000000
26.35710144 117.67974854 1.19867897 -2038.000000
26.34613419 117.67475891 1.19183826 -2033.000000
26.38058853 117.67940521 1.20259523 -2019.000000
26.37124252 117.68099213 1.20063829 -2023.000000
26.36190033 117.68257904 1.19916964 -2033.000000
26.38163757 117.70220184 1.20503902 -2021.000000
26.37895203 117.69732666 1.20503759 -2040.000000
26.37101364 117.69686890 1.20405722 -2040.000000
26.39202881 117.69959259 1.21285534 -2034.000000
26.41821289 117.70411682 1.20456505 -2038.000000
26.43304443 117.68154144 1.21091843 -2039.000000
26.43456268 117.69571686 1.20847893 -2032.000000
26.41165543 117.67984772 1.21335030 -2038.000000
26.44075012 117.69788361 1.20945787 -2039.000000
26.41669464 117.71375275 1.20847225 -2040.000000
26.40664673 117.71603394 1.20651436 -2035.000000
26.39648056 117.72659302 1.20895243 -2040.000000
26.42462540 117.71421814 1.20993948 -2032.000000
26.56391144 117.77700043 1.21049118 -2035.000000
26.49181366 117.70068359 1.21143246 -2035.000000
26.49427032 117.69831848 1.20655012 -2032.000000
26.54790497 117.78575134 1.20657778 -2035.000000
26.43468475 117.75891113 1.20408773 -2040.000000
26.47416687 117.72667694 1.20410252 -2022.000000
26.47381973 117.72701263 1.20996094 -2031.000000
26.44332886 117.75800323 1.20555592 -2034.000000
26.43853760 117.75516510 1.21141338 -2039.000000
26.53458405 117.79937744 1.20803785 -2030.000000
26.28949356 117.69982910 1.16642475 -2040.000000
26.25130081 117.73831177 1.16592312 -2018.000000
26.26391983 117.72535706 1.16397429 -2033.000000
26.20924377 117.78050232 1.18739128 -1881.000000
26.21836090 117.77097321 1.17860556 -1890.000000
26.23133087 117.75839233 1.16493940 -1986.000000
26.22747421 117.76212311 1.16981983 -1883.000000
26.22326660 117.76622009 1.17421341 -1849.000000
26.21134567 117.77847290 1.18202114 -1873.000000
26.11523819 117.76291656 1.16293669 -2036.000000
26.14115906 117.73773956 1.15952826 -2039.000000
26.13345337 117.74523163 1.16294336 -2039.000000
26.12970734 117.74137115 1.16294146 -2039.000000
26.14139557 117.74500275 1.16441202 -2037.000000
26.30688477 117.69042206 1.20012331 -1925.000000
26.31633759 117.68122864 1.19719696 -1897.000000
26.20083618 117.78867340 1.19031858 -1916.000000
26.16439056 117.82543945 1.19616508 -1951.000000
26.18751144 117.80229950 1.19226646 -1910.000000
26.17630768 117.81317902 1.19421530 -1927.000000
26.31645966 117.69676971 1.18889666 -1970.000000
26.31447220 117.69121552 1.18938494 -2024.000000
26.32942200 117.68418884 1.18743658 -1988.000000
26.29064941 117.71504974 1.18791151 -2022.000000
26.27733612 117.72796631 1.18937111 -2022.000000
26.21613693 117.78129578 1.18837166 -2012.000000
26.23389053 117.79537201 1.18886757 -2017.000000
26.25351334 117.77562714 1.18936396 -2024.000000
26.23669434 117.76881409 1.18789148 -2020.000000
26.21496582 117.79061127 1.18641853 -2023.000000
26.20959473 117.80399323 1.18934679 -2022.000000
26.16766739 117.83791351 1.18298292 -2015.000000
26.19254684 117.81307220 1.18494511 -2025.000000
26.18706131 117.81022644 1.18494272 -2013.000000
26.18857574 117.82509613 1.18836212 -2031.000000
26.16673660 117.83065796 1.18395853 -2014.000000
26.16754913 117.84619904 1.18737745 -2028.000000
26.35699081 117.73499298 1.20698357 -2031.000000
26.32942963 117.70731354 1.19525099 -2032.000000
26.34285736 117.68609619 1.19525528 -2030.000000
26.32860565 117.69245148 1.19183207 -2033.000000
26.35745621 117.70322418 1.20063353 -2002.000000
26.35197067 117.70039368 1.20014286 -2028.000000
26.34297943 117.70163727 1.19867420 -2036.000000
26.35349274 117.71457672 1.20405054 -2035.000000
26.35477448 117.72150421 1.20307446 -2037.000000
26.37568283 117.70799255 1.20894241 -2029.000000
26.31867981 117.71026611 1.19329357 -2027.000000
26.31248856 117.70880127 1.19231367 -2035.000000
26.29111481 117.70642090 1.20109367 -1952.000000
26.30664825 117.70698547 1.19182348 -1995.000000
26.30875397 117.72808075 1.19475555 -2033.000000
26.33782959 117.72298431 1.20013809 -2013.000000
26.34449387 117.73964691 1.20404816 -2029.000000
26.32709122 117.72592926 1.19769192 -2033.000000
26.31529999 117.72921753 1.19524622 -2032.000000
26.32884979 117.74736786 1.20062399 -2030.000000
26.33807373 117.75405884 1.20697641 -2032.000000
26.36634064 117.73340607 1.20308018 -2032.000000
26.39811707 117.73247528 1.20846558 -2040.000000
26.36528778 117.73442841 1.20845175 -2035.000000
26.39940262 117.73941040 1.20748949 -2032.000000
26.35956955 117.77198029 1.20161581 -2032.000000
26.26378632 117.73365021 1.19815493 -1981.000000
26.28843307 117.72468567 1.19181681 -2023.000000
26.29835892 117.73069000 1.19230890 -2021.000000
26.28703308 117.74986267 1.19328260 -2034.000000
26.31575775 117.74510193 1.19866514 -2032.000000
26.32137299 117.76279449 1.20257521 -2023.000000
26.30535889 117.74771881 1.19670820 -2030.000000
26.29253006 117.75202179 1.19377327 -2010.000000
26.31167603 117.76472473 1.20061779 -2029.000000
26.30688477 117.76190186 1.20012760 -2034.000000
26.31400299 117.77063751 1.20599031 -2026.000000
26.27125931 117.74204254 1.19181061 -2015.000000
26.26507187 117.74057007 1.19083071 -2021.000000
26.27488708 117.75418091 1.19034767 -2020.000000
26.26741028 117.76959991 1.19278765 -2026.000000
26.29333115 117.76757050 1.19719219 -2026.000000
26.28995514 117.76268005 1.19767857 -2015.000000
26.29660034 117.78004456 1.20158958 -2035.000000
26.27430344 117.77039337 1.19376659 -1995.000000
26.27243042 117.78039551 1.19767189 -2026.000000
26.29684448 117.78730011 1.20647192 -2031.000000
26.31237030 117.78787231 1.20892048 -2035.000000
26.34462357 117.77832794 1.20405054 -2040.000000
26.34157944 117.77378845 1.20990801 -2040.000000
26.32498932 117.77493286 1.20697212 -2035.000000
26.31985092 117.77243805 1.20648050 -2040.000000
26.35816956 117.79716492 1.20308018 -2035.000000
26.34274292 117.78900146 1.20160961 -2031.000000
26.33329010 117.79819489 1.20453453 -2040.000000
26.31039810 117.78163147 1.20940733 -2040.000000
26.32101822 117.78696442 1.21038914 -2037.000000
26.33936310 117.80794525 1.19819117 -2031.000000
26.32055664 117.81872559 1.19916010 -2031.000000
26.45629883 117.86384583 1.20800829 -2032.000000
26.40898514 117.79271698 1.20603180 -2029.000000
26.42511368 117.77638245 1.20554924 -2022.000000
26.41015244 117.90322876 1.19969034 -2040.000000
26.41413116 117.86737823 1.19480801 -2031.000000
26.41156769 117.87736511 1.19822550 -2012.000000
26.43819046 117.87463379 1.20311880 -2040.000000
26.43281937 117.88803101 1.20604706 -2031.000000
26.25958252 117.83303070 1.20450544 -2039.000000
26.23026657 117.78322601 1.19033051 -2022.000000
26.24918747 117.76416779 1.19033766 -2017.000000
26.24568558 117.79139709 1.19131470 -2022.000000
26.27161026 117.78936005 1.19620848 -2025.000000
26.25748444 117.78742981 1.19376040 -1995.000000
26.27628326 117.80047607 1.20109272 -2031.000000
26.27605438 117.79252625 1.19621038 -2026.000000
26.25550079 117.80499268 1.19669008 -2031.000000
26.24661255 117.79865265 1.19619846 -1976.000000
26.25211334 117.80081940 1.19668865 -2025.000000
26.26203156 117.80682373 1.19766903 -2025.000000
26.23307037 117.80433655 1.19326258 -2033.000000
26.22198105 117.80693817 1.19081640 -2025.000000
26.21788406 117.80341339 1.19081450 -2035.000000
26.25947189 117.81680298 1.20157576 -2027.000000
26.25188065 117.81669617 1.20010710 -2036.000000
26.23388672 117.81919861 1.19668198 -2022.000000
26.23085403 117.81396484 1.19716835 -2011.000000
26.23657990 117.82407379 1.19668341 -2033.000000
26.24300003 117.83348846 1.20205784 -2031.000000
26.25093460 117.83394623 1.20303726 -2025.000000
26.28025055 117.81227112 1.20549011 -2035.000000
26.26635742 117.81828308 1.20206642 -2026.000000
26.29310226 117.80727386 1.20842552 -2033.000000
26.31764603 117.82971954 1.20306492 -2030.000000
26.31309128 117.83415985 1.19573975 -2021.000000
26.30233765 117.83711243 1.19915342 -2022.000000
26.31494522 117.82485199 1.20892334 -2039.000000
26.26682663 117.83348083 1.20597410 -2031.000000
26.24907303 117.84323883 1.20694399 -2035.000000
26.29170609 117.85628510 1.20012617 -2039.000000
26.18215561 117.83882141 1.19129038 -2022.000000
26.21321869 117.81613922 1.19374323 -2031.000000
26.20177078 117.81977081 1.19129753 -2021.000000
26.19884491 117.83077240 1.19520283 -2033.000000
26.21788788 117.82724762 1.19862890 -2016.000000
26.21811676 117.83518982 1.19765234 -2024.000000
26.22979736 117.83882141 1.19863462 -2035.000000
26.22688293 117.84982300 1.20253992 -2032.000000
26.21730804 117.84347534 1.19618845 -2032.000000
26.21438217 117.85446930 1.19960499 -2034.000000
26.20130157 117.85153961 1.19813538 -2030.000000
26.19791031 117.84733582 1.19813347 -2020.000000
26.20866013 117.86820221 1.20253325 -2030.000000
26.20433426 117.85675049 1.19764757 -2026.000000
26.19895935 117.87014008 1.20057631 -2037.000000
26.21800232 117.86661530 1.20400190 -2026.000000
26.23551559 117.84959412 1.20400858 -2031.000000
26.20013046 117.88465881 1.20448351 -2031.000000
26.25608063 117.90791321 1.20353270 -2039.000000
26.40127945 117.92002106 1.20164156 -2031.000000
26.67352676 117.79033661 1.20272541 -2035.000000
26.65319061 117.81145477 1.20174217 -2027.000000
26.60633087 117.75690460 1.20318270 -2035.000000
26.64758301 117.72228241 1.19831657 -2019.000000
26.64161682 117.72875977 1.20221996 -2032.000000
26.63017273 117.82769012 1.19538498 -2034.000000
26.89968872 117.95935822 1.17011547 -2033.000000
26.88824463 117.96299744 1.16766977 -2026.000000
26.86193085 117.99127197 1.17010117 -2031.000000
26.87548828 117.98490143 1.17352438 -2036.000000
26.87174988 117.98105621 1.16766405 -2029.000000
26.86075974 118.00057983 1.17449617 -2033.000000
26.83106232 118.02467346 1.16520834 -2036.000000
26.83410263 118.02919769 1.17106867 -2034.000000
26.52313995 117.89830780 1.19534397 -2026.000000
26.50303268 117.95121002 1.20705748 -2039.000000
26.46775436 117.93170166 1.19874048 -1973.000000
26.67572403 118.35528564 1.16076660 -2031.000000
26.67700577 118.36221313 1.16565037 -2031.000000
27.46755600 118.51869202 1.17282963 -2027.000000
27.87715149 118.22764587 1.18030977 -2005.000000
27.79227448 118.22850800 0.98447323 -2029.000000
27.77352905 118.25897217 0.98690891 -2035.000000
27.73595428 118.30297089 0.97810650 -2032.000000
27.72869492 118.30389404 0.97077847 -2030.000000
27.72904587 118.30357361 0.96540785 -2026.000000
27.87409973 118.22312164 1.18030834 -2004.000000
27.77060318 118.12217712 1.17146969 -1980.000000
27.76076126 118.13378143 1.17341948 -1947.000000
27.77587128 118.11569214 1.16756582 -2017.000000
27.79974365 118.11225128 1.17782974 -1963.000000
27.79389191 118.11111450 1.17733765 -1980.000000
27.78487396 118.11375427 1.17538166 -1992.000000
27.80477142 118.12301636 1.17685556 -1999.000000
27.80279160 118.11676788 1.17783117 -1987.000000
27.81050491 118.13242340 1.17588139 -2015.000000
27.80464554 118.13130188 1.17539072 -1979.000000
27.77598190 118.13191986 1.17635584 -1974.000000
27.76942825 118.13148499 1.17537594 -1999.000000
27.78100586 118.14269257 1.17489338 -1981.000000
27.78966904 118.14041138 1.17684984 -1999.000000
27.78358459 118.13134003 1.17733479 -1953.000000
27.79890823 118.14641571 1.17734194 -2014.000000
27.79481125 118.14290619 1.17734003 -1959.000000
27.77350616 118.15951538 1.17635632 -1999.000000
27.78146362 118.15858459 1.17782450 -2009.000000
27.73605347 118.17070770 1.17438793 -1990.000000
27.74882507 118.14740753 1.17488003 -1943.000000
27.76122284 118.14965820 1.17635059 -1985.000000
27.75536728 118.14853668 1.17537117 -2001.000000
27.73758698 118.16036224 1.17634106 -1954.000000
27.76028061 118.16691589 1.17293310 -1781.000000
27.75934982 118.15964508 1.17439747 -1998.000000
27.77748489 118.17131042 1.17489338 -2006.000000
27.74670410 118.17466736 1.17488050 -1988.000000
27.75290680 118.17544556 1.17585945 -1851.000000
27.76343536 118.18768311 1.17537689 -1986.000000
27.75594711 118.17997742 1.17537308 -2007.000000
27.72129440 118.18845367 1.17438269 -1991.000000
27.71031189 118.18415833 1.16754198 -2028.000000
27.72177505 118.17913818 1.17584658 -1985.000000
27.74119949 118.17320251 1.17439032 -2005.000000
27.75651550 118.18827057 1.17390871 -1995.000000
27.73159027 118.19274902 1.17487526 -1967.000000
27.72293854 118.19434357 1.17340708 -1989.000000
27.74762344 118.20644379 1.17488289 -1966.000000
27.74211884 118.20498657 1.17439270 -1956.000000
27.73780060 118.19352722 1.17585421 -1976.000000
27.74048615 118.19838715 1.17536783 -2002.000000
27.86825180 118.22200012 1.17981815 -1985.000000
27.83352280 118.18834686 1.18028927 -1998.000000
27.85367203 118.15583801 1.17834282 -2024.000000
27.85681152 118.17728424 1.18029833 -1977.000000
27.84511948 118.17435455 1.17931604 -2010.000000
27.84347534 118.16846466 1.17980433 -2014.000000
27.83622360 118.16870117 1.17882442 -2018.000000
27.85097122 118.17548370 1.17980814 -1993.000000
27.82696152 118.18790436 1.17930937 -2005.000000
27.82463074 118.18199921 1.18028498 -2019.000000
27.84381485 118.19264221 1.18127108 -2010.000000
27.84148026 118.18672943 1.18224573 -1999.000000
27.82800674 118.21140289 1.18077660 -2007.000000
27.88019180 118.23218536 1.17982388 -1985.000000
27.88617325 118.20049286 1.18080044 -2007.000000
27.89635086 118.21307373 1.17982960 -1987.000000
27.89402008 118.20717621 1.18080425 -1996.000000
27.89027786 118.20332336 1.18080235 -2009.000000
27.91460800 118.21645355 1.17641926 -2020.000000
27.91016006 118.21327972 1.17641735 -2022.000000
27.89833450 118.21932220 1.17934132 -1986.000000
27.89470291 118.23171234 1.17641163 -2013.000000
27.88380051 118.24502563 1.17787266 -1981.000000
27.88147354 118.23911285 1.17884731 -1974.000000
27.86028671 118.24743652 1.17932701 -1996.000000
27.85560226 118.23700714 1.18078947 -1931.000000
27.85619354 118.24392700 1.17932510 -1987.000000
27.86777496 118.25513458 1.17933035 -1941.000000
27.86367798 118.25162506 1.17932844 -1958.000000
27.79335403 118.24369812 1.18125248 -2009.000000
27.81291580 118.20428467 1.17979383 -1991.000000
27.80566406 118.20452118 1.17881346 -1995.000000
27.82075119 118.21164703 1.17979717 -2011.000000
27.81630707 118.20846558 1.17979527 -2006.000000
27.79851913 118.22098541 1.18027639 -2013.000000
27.79441452 118.21816254 1.18027449 -1991.000000
27.80365753 118.22348022 1.18076706 -2003.000000
27.81008911 118.23290253 1.17979383 -2001.000000
27.80459213 118.23074341 1.17930222 -2003.000000
27.78926468 118.24018860 1.18076181 -1996.000000
27.77790070 118.23761749 1.17978048 -2019.000000
27.77918243 118.24453735 1.17880440 -1999.000000
27.79802322 118.25482941 1.17979002 -2029.000000
27.81347656 118.23708344 1.17979574 -2017.000000
27.84599686 118.25655365 1.18127537 -1957.000000
27.84541702 118.24895477 1.18273878 -1967.000000
27.87010956 118.26103210 1.17835569 -1968.000000
27.84553146 118.26517487 1.17932177 -1967.000000
27.85231400 118.27355957 1.17883730 -1980.000000
27.84504700 118.27449799 1.17785788 -1970.000000
27.79322433 118.25267792 1.17929888 -2016.000000
27.83124924 118.27360535 1.18127012 -1963.000000
27.83065414 118.26668549 1.18273354 -1977.000000
27.83100128 118.29086304 1.17834091 -1936.000000
27.83404160 118.29540253 1.17785454 -1994.000000
27.82269669 118.29212952 1.17687273 -1724.000000
27.68853760 118.20938110 1.17095232 -1969.000000
27.67856598 118.22994995 1.17143726 -2008.000000
27.69894028 118.20608521 1.17339754 -2018.000000
27.69907379 118.19710541 1.16900206 -1999.000000
27.72806931 118.22135162 1.17487526 -1989.000000
27.72257996 118.21920013 1.17438507 -1998.000000
27.71988297 118.21434021 1.17487144 -2008.000000
27.70713806 118.21241760 1.17340136 -1908.000000
27.70092010 118.21232605 1.17242146 -1995.000000
27.71683884 118.20979309 1.17535830 -1991.000000
27.67414093 118.22608948 1.17143488 -1948.000000
27.69448853 118.22742462 1.17437363 -1956.000000
27.68758392 118.22732544 1.17339373 -1982.000000
27.71295929 118.23943329 1.17487001 -1953.000000
27.70606613 118.23863983 1.17389011 -1981.000000
27.69437408 118.23571777 1.17290926 -2004.000000
27.69811249 118.23956299 1.17291117 -1980.000000
27.68862152 118.25082397 1.17486048 -1960.000000
27.68219376 118.24209595 1.17534542 -1969.000000
27.70172501 118.25238800 1.17681932 -1902.000000
27.69377136 118.25331116 1.17535114 -1962.000000
27.64532852 118.26020813 1.17191315 -1991.000000
27.66288757 118.23974609 1.17289639 -1947.000000
27.65177536 118.24441528 1.16459084 -2029.000000
27.67353439 118.24369049 1.17387676 -1962.000000
27.66662598 118.24359894 1.17289829 -1976.000000
27.68347168 118.24903107 1.17437029 -1979.000000
27.66567993 118.26154327 1.17485142 -1973.000000
27.66088486 118.25869751 1.17484903 -1955.000000
27.68077087 118.26866913 1.17632341 -1924.000000
27.67527390 118.26651001 1.17583179 -1892.000000
27.67012405 118.26471710 1.17534161 -1962.000000
27.63597488 118.26249695 1.16995621 -1951.000000
27.64264679 118.25464630 1.16702843 -1962.000000
27.63233185 118.27556610 1.17288542 -1985.000000
27.62964630 118.26999664 1.17337179 -1845.000000
27.65187454 118.26064301 1.17289305 -1958.000000
27.63747787 118.27735901 1.17337561 -1930.000000
27.65233231 118.27724457 1.17582273 -1972.000000
27.64858627 118.27338409 1.17582083 -1947.000000
27.66883850 118.28230286 1.17729473 -1922.000000
27.66474152 118.27879333 1.17729282 -1857.000000
27.65467453 118.28244019 1.17533636 -1929.000000
27.63665390 118.28701019 1.17728138 -1960.000000
27.64962387 118.29687500 1.17777681 -1929.000000
27.76218414 118.29782104 1.17782450 -2009.000000
27.71073532 118.24976349 1.17828751 -1964.000000
27.73638535 118.21939850 1.17683220 -1963.000000
27.72162628 118.23714447 1.17682695 -1948.000000
27.77098846 118.26203156 1.17977905 -2000.000000
27.77156830 118.26963806 1.17880297 -2012.000000
27.76759720 118.25783539 1.18026543 -1993.000000
27.75892639 118.26012421 1.17830849 -2006.000000
27.74629593 118.27445221 1.17928028 -2003.000000
27.75272751 118.28318024 1.17879581 -2019.000000
27.75143433 118.27693176 1.17977190 -2015.000000
27.75880432 118.29293060 1.17831039 -2006.000000
27.78631210 118.27709961 1.17978668 -2020.000000
27.78045654 118.27597809 1.17880678 -2018.000000
27.77495956 118.27382660 1.17831612 -2021.000000
27.81508636 118.29270935 1.18126440 -1985.000000
27.81133652 118.28955078 1.18126249 -2005.000000
27.80408859 118.28909302 1.18028259 -2009.000000
27.81215668 118.30441284 1.18419313 -1838.000000
27.81812286 118.29792786 1.18077707 -803.000000
27.82151413 118.30211639 1.18029070 -1940.000000
27.82313919 118.30871582 1.17931461 -1944.000000
27.81167603 118.31372833 1.18224049 -1948.000000
27.75505829 118.28908539 1.17830849 -2000.000000
27.76874542 118.29756165 1.17880344 -2015.000000
27.74650192 118.30760193 1.17928219 -2007.000000
27.74205780 118.30442047 1.17928028 -2004.000000
27.74953461 118.31282043 1.17879581 -2006.000000
27.75292587 118.31700897 1.17830944 -2009.000000
27.78744888 118.31752014 1.17783642 -2023.000000
27.78405762 118.31331635 1.17832232 -2020.000000
27.79330444 118.31863403 1.17881489 -2014.000000
27.79058838 118.33897400 1.18027973 -1980.000000
27.77912521 118.34397125 1.17734480 -2004.000000
27.67595673 118.29103851 1.17681074 -1942.000000
27.69387436 118.26954651 1.17779398 -1976.000000
27.68942261 118.26705933 1.17779207 -1945.000000
27.73620605 118.30331421 1.17830133 -2016.000000
27.73246002 118.29945374 1.17829990 -2016.000000
27.72801971 118.29628754 1.17829752 -2000.000000
27.71232605 118.30676270 1.17975712 -2013.000000
27.71501923 118.31162262 1.17926931 -1993.000000
27.72075653 118.32104492 1.17829609 -1977.000000
27.71665192 118.31821442 1.17829418 -2007.000000
27.67537689 118.28342438 1.17827463 -1936.000000
27.65909576 118.31082153 1.17631674 -1701.000000
27.65921783 118.30252838 1.17778111 -1972.000000
27.65618134 118.29732513 1.17826748 -1903.000000
27.69992065 118.32902527 1.17926359 -2013.000000
27.70014191 118.33766174 1.17780066 -2000.000000
27.69511795 118.32688141 1.17926168 -1992.000000
27.70059967 118.35354614 1.17487144 -2007.000000
27.73934555 118.32476807 1.18074560 -2034.000000
27.73490906 118.32157898 1.18074322 -2020.000000
27.74731064 118.32314301 1.18221378 -2036.000000
27.72800064 118.32147980 1.17976427 -2008.000000
27.76368713 118.33719635 1.17636251 -2026.000000
27.77257156 118.34353638 1.17636633 -2022.000000
27.76636887 118.34275818 1.17587471 -2010.000000
27.74998856 118.35323334 1.17684555 -2032.000000
27.76085281 118.36582184 1.17636299 -2006.000000
27.75230789 118.35983276 1.17635870 -2021.000000
27.75535202 118.36434937 1.17587137 -1986.000000
27.72459793 118.34180450 1.18074036 -2040.000000
27.70504379 118.35671997 1.18073273 -2039.000000
27.69861984 118.34729767 1.17584610 -1977.000000
27.73228455 118.38335419 1.17439890 -2022.000000
27.73989868 118.38208771 1.17586565 -2017.000000
