//X Y Z Scalar_field
50032
27.49522781 116.58158112 1.22351122 -2019.000000
27.50696564 116.60557556 1.23181868 -2036.000000
27.50507355 116.59313202 1.22888708 -2034.000000
27.50426483 116.60140228 1.22693443 -2002.000000
27.51116562 116.60150146 1.22791433 -2032.000000
27.49536896 116.59574127 1.22644234 -2030.000000
27.48120880 116.59588623 1.22399426 -2024.000000
27.48286057 116.60108948 1.22301960 -2035.000000
27.49560547 116.60299683 1.23571968 -2036.000000
27.50181198 116.60378265 1.23132753 -2014.000000
27.49700546 116.60163116 1.23083735 -2035.000000
27.49515915 116.61023712 1.23474312 -2033.000000
27.52367401 116.59615326 1.23133612 -2033.000000
27.44873047 116.62131500 1.22447109 -2003.000000
27.45441055 116.58721161 1.19370937 -2036.000000
27.44610977 116.58847809 1.19224119 -2034.000000
27.46506500 116.59047699 1.19517946 -2039.000000
27.45151138 116.59683990 1.19663858 -2036.000000
27.44740677 116.59401703 1.19663668 -2031.000000
27.43665695 116.59765625 1.19419050 -2027.000000
27.44544983 116.61022186 1.19321918 -2030.000000
27.43373871 116.60797119 1.19711971 -2035.000000
27.43434143 116.61419678 1.19614363 -2033.000000
27.42228317 116.61230469 1.19418526 -2023.000000
27.41692734 116.62430573 1.19662571 -2035.000000
27.43212891 116.62384033 1.19370174 -2010.000000
27.46414948 116.60565948 1.22447681 -1960.000000
27.46179962 116.60112762 1.22496319 -1933.000000
27.47434998 116.61684418 1.22448158 -2007.000000
27.47129059 116.61300659 1.22448015 -2028.000000
27.46823883 116.60916138 1.22447872 -2028.000000
27.48708725 116.61875916 1.23669434 -2036.000000
27.48298645 116.61594391 1.23669243 -2034.000000
27.46908188 116.62265015 1.22789764 -2027.000000
27.45598221 116.62107849 1.22593784 -2038.000000
27.45972443 116.62493134 1.22545195 -2035.000000
27.44532776 116.61780548 1.22446918 -1930.000000
27.43680954 116.63357544 1.22544289 -2017.000000
27.42991638 116.63278198 1.22397470 -1963.000000
27.45927048 116.63217163 1.22935820 -2030.000000
27.45845795 116.64044952 1.23326540 -2032.000000
27.44560242 116.64613342 1.22984219 -2030.000000
27.44781876 116.63648224 1.22691250 -2033.000000
27.43810654 116.63912201 1.22446775 -2036.000000
27.45626068 116.64939880 1.23131084 -2033.000000
27.53298187 116.71646118 1.22744131 -2023.000000
27.27716827 116.71379852 1.18778181 -2040.000000
27.11086273 116.63301086 1.18917179 -2037.000000
27.10638809 116.60876465 1.18672752 -2037.000000
27.12263107 116.60726929 1.19015217 -2036.000000
27.12313080 116.62108612 1.18771124 -2039.000000
27.27536392 116.67198181 1.18973255 -2035.000000
27.24684143 116.68606567 1.18727970 -2039.000000
27.26926804 116.66360474 1.19021749 -2036.000000
27.25359726 116.67270660 1.18532848 -2036.000000
27.24308395 116.68291473 1.18727779 -2039.000000
27.26774979 116.67256927 1.18826485 -2038.000000
27.26579285 116.68876648 1.18484640 -2039.000000
27.27492523 116.70167542 1.18973398 -2037.000000
27.26778030 116.69432068 1.18973064 -2036.000000
27.21123505 116.73632050 1.18873215 -2023.000000
27.28519821 116.54056549 1.19851828 -2040.000000
27.28403854 116.54918671 1.19119310 -2040.000000
27.30470657 116.52840424 1.20389700 -2039.000000
27.30284500 116.53771210 1.20780277 -2039.000000
27.27297211 116.57422638 1.19558477 -2035.000000
27.37768173 116.59232330 1.19514227 -2038.000000
27.28022766 116.57398987 1.19705296 -2038.000000
27.39502716 116.61087799 1.19466162 -2020.000000
27.40462494 116.61515045 1.20150185 -2037.000000
27.40323257 116.61651611 1.19515467 -2036.000000
27.39702606 116.61573029 1.19417477 -2013.000000
27.40277100 116.62444305 1.19368982 -2034.000000
27.39506149 116.63193512 1.19661713 -2040.000000
27.38967133 116.62287140 1.19710207 -1999.000000
27.27320862 116.58148193 1.19997978 -2033.000000
27.26995850 116.59143829 1.19753790 -2027.000000
27.30740738 116.67624664 1.19462824 -2032.000000
27.30414581 116.68689728 1.19218683 -2039.000000
27.12169266 116.60070038 1.19112778 -2032.000000
27.10803223 116.61396790 1.19161177 -2036.000000
27.12501526 116.63354492 1.19113064 -2039.000000
27.12302399 116.62798309 1.19210672 -2036.000000
27.25702286 116.69795990 1.19265509 -2034.000000
27.25188065 116.69546509 1.19216490 -2040.000000
27.27034378 116.68434906 1.19217205 -2033.000000
27.26343536 116.68424225 1.19070435 -2034.000000
27.25934601 116.68073273 1.19070244 -2037.000000
27.29373932 116.69020844 1.19511271 -2036.000000
27.24742889 116.69299316 1.19167519 -2040.000000
27.27107620 116.70541382 1.19363880 -2036.000000
27.26801682 116.70157623 1.19412518 -2040.000000
27.26077652 116.70111847 1.19265699 -2037.000000
27.24791718 116.70680237 1.19509411 -2038.000000
27.25470734 116.71449280 1.20046806 -2038.000000
27.25950241 116.71733093 1.19509983 -2039.000000
27.24955750 116.71269989 1.19411802 -2035.000000
27.24770737 116.72130585 1.19216490 -2032.000000
27.25249481 116.72413635 1.19802570 -2040.000000
27.20667648 116.74073029 1.19263649 -2038.000000
27.23331070 116.71419525 1.19118118 -2038.000000
27.23345184 116.72834778 1.19411230 -2037.000000
27.34254456 116.70610809 1.19025087 -2024.000000
27.25515747 116.77941895 1.18875313 -2040.000000
27.24394226 116.79100800 1.19021416 -2038.000000
27.41294479 116.70780945 1.22934294 -2028.000000
27.41417694 116.67053223 1.22543526 -2038.000000
27.41891861 116.62985992 1.19564962 -2028.000000
27.41142273 116.62284088 1.19564629 -2016.000000
27.41051865 116.63803101 1.19808769 -2040.000000
27.41846085 116.63779449 1.19418526 -1940.000000
27.41250610 116.64357758 1.19760084 -1842.000000
27.39380264 116.64745331 1.19905806 -2036.000000
27.39705658 116.63749695 1.19612932 -2032.000000
27.40466309 116.63690948 1.19710922 -2038.000000
27.41040039 116.64561462 1.20199537 -1683.000000
27.40129089 116.65447998 1.21517515 -1867.000000
27.40654373 116.64936066 1.21175909 -1812.000000
27.40795135 116.64799500 1.20687628 -1666.000000
27.39474106 116.65403748 1.19808197 -2036.000000
27.37462997 116.65995789 1.19319201 -2036.000000
27.40528107 116.66488647 1.21957254 -2019.000000
27.40258026 116.66070557 1.21957111 -1996.000000
27.39532089 116.66094208 1.21859074 -1876.000000
27.38236237 116.67353058 1.21956301 -1945.000000
27.39746094 116.67996216 1.22103500 -2036.000000
27.43298721 116.65906525 1.23081350 -2035.000000
27.42609406 116.65827179 1.22446346 -2032.000000
27.42339325 116.65409851 1.22494984 -2040.000000
27.44949341 116.66345215 1.23326302 -2041.000000
27.44679260 116.65927124 1.23326159 -2033.000000
27.44164276 116.65745544 1.23276997 -2028.000000
27.43428802 116.66461182 1.23569727 -2036.000000
27.42142868 116.67029572 1.23227453 -2033.000000
27.43067169 116.67561340 1.23325539 -2036.000000
27.41431427 116.68470001 1.23373699 -2032.000000
27.42146301 116.69203949 1.22836924 -2032.000000
27.40355301 116.68833923 1.23129082 -2037.000000
27.39490509 116.68994141 1.22396278 -2034.000000
27.41165161 116.70158386 1.23031902 -2040.000000
27.40369797 116.70250702 1.22885084 -2027.000000
27.43396759 116.68671417 1.23179245 -2034.000000
27.47632599 116.69456482 1.22692776 -2038.000000
27.36931992 116.71546936 1.22590685 -2032.000000
27.37031555 116.67162323 1.19563150 -2039.000000
27.35771179 116.68388367 1.19709206 -2040.000000
27.35970306 116.68943024 1.19074535 -2035.000000
27.38144684 116.68940735 1.21614504 -2007.000000
27.36939621 116.68680573 1.22004604 -1922.000000
27.37140656 116.69167328 1.21418858 -2005.000000
27.36708832 116.70335388 1.21662807 -2020.000000
27.37328339 116.70481873 1.21760798 -2034.000000
27.34183121 116.70747375 1.19513369 -2014.000000
27.35528564 116.70800781 1.21369314 -1984.000000
27.34676361 116.72377014 1.21515608 -2023.000000
27.33750534 116.71913910 1.21954679 -1975.000000
27.34196472 116.72164154 1.21466541 -1990.000000
27.35612106 116.72148895 1.21711254 -2035.000000
27.36064529 116.69532013 1.22248411 -1927.000000
27.38743210 116.70468140 1.23128510 -2040.000000
27.39798737 116.71553802 1.23080206 -2038.000000
27.39048004 116.70921326 1.23079872 -2012.000000
27.37552261 116.71694183 1.23225737 -2037.000000
27.37842941 116.70661163 1.22395706 -2029.000000
27.38862610 116.71781921 1.23421621 -2040.000000
27.38662338 116.71295929 1.23470306 -2028.000000
27.39247894 116.71407318 1.23031139 -2032.000000
27.38466263 116.72914886 1.23128510 -2032.000000
27.37250519 116.73416138 1.23372221 -2039.000000
27.36735153 116.73236847 1.23323202 -2038.000000
27.35285568 116.73213959 1.22541285 -2038.000000
27.36994553 116.74414063 1.23176861 -2037.000000
27.39927292 116.72177124 1.23031473 -2032.000000
27.49664307 116.74630737 1.22108030 -2026.000000
27.49793625 116.75254822 1.22010422 -2028.000000
27.48435974 116.83177185 1.21473217 -2027.000000
27.32953644 116.79222870 1.22687149 -2027.000000
27.33161163 116.76844025 1.23175383 -2036.000000
27.30924606 116.73980713 1.20000362 -1820.000000
27.31485367 116.73436737 1.19658899 -1901.000000
27.31905746 116.73027802 1.19268322 -1986.000000
27.32900620 116.73423004 1.21563673 -2016.000000
27.34070206 116.73715210 1.21710682 -2023.000000
27.33169556 116.73909760 1.21515036 -2020.000000
27.32493210 116.75315094 1.21710110 -2024.000000
27.30679703 116.74217987 1.20488596 -1860.000000
27.31428528 116.74920654 1.21563148 -2020.000000
27.30398560 116.74490356 1.20927954 -1873.000000
27.29872513 116.75070953 1.21269560 -1901.000000
27.30807877 116.74842834 1.21465254 -2005.000000
27.29991531 116.76384735 1.21611500 -2025.000000
27.28996658 116.75920868 1.21513414 -1936.000000
27.31907654 116.75202942 1.21612263 -2026.000000
27.31266403 116.76575470 1.21807384 -2032.000000
27.30296707 116.76767731 1.21562767 -2028.000000
27.34433746 116.74790955 1.22638750 -2033.000000
27.35438156 116.74563599 1.23420334 -2035.000000
27.35253525 116.75424194 1.23225021 -2036.000000
27.32903290 116.75597382 1.22247410 -2038.000000
27.32786560 116.76459503 1.23175192 -2038.000000
27.33031845 116.76220703 1.22687006 -2030.000000
27.32694626 116.78046417 1.22882271 -2020.000000
27.31326294 116.77198029 1.22246838 -2036.000000
27.30694580 116.77878571 1.22539616 -2037.000000
27.31900024 116.78068542 1.23272514 -2032.000000
27.31853867 116.78862000 1.23126078 -2035.000000
27.33234406 116.78951263 1.22247744 -2034.000000
27.34895325 116.78700256 1.22053099 -2035.000000
27.35094452 116.79254913 1.22004461 -2007.000000
27.33353806 116.80265808 1.22052574 -2035.000000
27.34453201 116.80627441 1.22687864 -2036.000000
27.34558487 116.80524445 1.22199631 -2039.000000
27.34254074 116.80071259 1.22248220 -2008.000000
27.28277206 116.80295563 1.22245741 -2036.000000
27.28096771 116.76115417 1.19120407 -2034.000000
27.26451111 116.77714539 1.19119787 -2033.000000
27.29055786 116.76612091 1.21415854 -2005.000000
27.27735138 116.77214813 1.21610594 -1916.000000
27.27923965 116.78460693 1.21415472 -2028.000000
27.27199936 116.78415680 1.21268654 -2009.000000
27.26613998 116.78304291 1.21756697 -1921.000000
27.29479218 116.78380585 1.21709013 -2035.000000
27.28603363 116.79230499 1.21952915 -2040.000000
27.28509521 116.78573608 1.21513367 -2027.000000
27.25609589 116.78598785 1.19363689 -2039.000000
27.24463272 116.79032135 1.19607353 -2036.000000
27.26171494 116.80230713 1.21317148 -2027.000000
27.25352859 116.79597473 1.21853876 -1941.000000
27.25342560 116.80287170 1.21170330 -2012.000000
27.27352905 116.79763794 1.21610594 -2028.000000
27.27306747 116.80558014 1.22001219 -2036.000000
27.25565338 116.81568146 1.21561050 -2033.000000
27.30627060 116.80123138 1.23223305 -2038.000000
27.30298996 116.78943634 1.22832489 -2040.000000
27.29972076 116.80078888 1.23125315 -2032.000000
