//X Y Z Scalar_field
78006
11.13923645 136.25231934 0.99947977 -1911.000000
11.15029335 136.23988342 0.98779202 -1895.000000
11.18796730 136.19732666 0.98106241 -1975.000000
11.20448303 136.16743469 0.99770975 -1976.000000
11.56288147 136.36492920 0.91628408 -1984.000000
11.63148499 136.28651428 0.93991566 -1996.000000
11.26358032 136.45536804 1.12439060 -2007.000000
11.28762817 136.45378113 1.07319117 -1947.000000
11.28185272 136.46008301 1.08538198 -1999.000000
11.30745888 136.43101501 1.05029774 -1987.000000
11.38387299 136.34967041 1.06174469 -1956.000000
11.13868332 136.25250244 1.03902912 -1999.000000
11.13806725 136.25335693 1.01265955 -1987.000000
11.13550568 136.25608826 1.02534819 -2011.000000
11.16922760 136.24308777 1.04155970 -2015.000000
11.35506248 136.32876587 1.12659883 -2016.000000
11.40712357 136.26956177 1.14725351 -2012.000000
11.83940697 136.40812683 1.16662645 -2012.000000
11.65521049 136.25933838 0.91800976 -1992.000000
11.97673416 135.89048767 0.95749140 -2016.000000
11.91476822 136.28869629 1.19368982 -2004.000000
11.90484810 136.30009460 1.20538139 -2004.000000
11.54229927 135.78703308 1.01184750 -1993.000000
11.03128433 136.10523987 1.10802555 -2019.000000
11.26988029 136.10551453 0.98080587 -2008.000000
11.29835129 136.06170654 0.99944019 -1968.000000
11.28626823 136.04785156 0.99940205 -2016.000000
11.37692261 136.00885010 0.98257685 -1905.000000
11.36868095 135.95474243 0.99963522 -2020.000000
11.38167572 136.00404358 0.99626255 -1964.000000
11.42512321 135.95516968 0.97685289 -2000.000000
11.02651596 136.12666321 1.07969284 -1999.000000
11.14638710 135.92083740 1.19476891 -2012.000000
11.16064072 135.88122559 1.22459221 -1988.000000
11.33060455 136.06109619 1.04055119 -1976.000000
11.32300568 136.06929016 1.05224848 -2020.000000
11.33454895 136.05667114 1.02786732 -2000.000000
11.35384369 136.03520203 1.01815557 -2004.000000
11.39267349 135.95574951 1.00117064 -2008.000000
11.37490273 135.93162537 1.00111437 -1996.000000
11.29231453 135.81379700 1.12194729 -1953.000000
11.33982849 135.76097107 1.11622190 -1961.000000
11.24549866 135.82188416 1.17014837 -2004.000000
11.27006149 135.83821106 1.13116217 -2000.000000
11.20059395 135.83657837 1.21738005 -2000.000000
11.19457054 135.86714172 1.18904591 -2004.000000
11.24028397 135.79257202 1.21016836 -1976.000000
11.25757980 135.75485229 1.22730494 -1957.000000
11.26690292 135.76354980 1.20145464 -1992.000000
11.23116493 135.78431702 1.23650694 -1957.000000
11.31663322 135.73112488 1.18157816 -1992.000000
11.28363037 135.77911377 1.16293192 -1984.000000
11.29991341 135.76167297 1.15223646 -2004.000000
11.36862946 135.70732117 1.16122293 -1981.000000
11.33941460 135.71723938 1.14502287 -2016.000000
11.34053802 135.70437622 1.17236900 -1985.000000
11.27555847 135.77682495 1.18829823 -2012.000000
11.28719521 135.72178650 1.21908760 -1953.000000
11.31336594 135.69296265 1.20988417 -1957.000000
11.35707855 135.66267395 1.20170975 -2016.000000
10.84865761 135.73902893 1.22657251 -1976.000000
10.85454941 135.73316956 1.24074936 -1976.000000
10.85669899 135.73062134 1.21487617 -1996.000000
10.90207672 135.45454407 1.21155596 -2008.000000
10.91836166 135.43710327 1.20134878 -2016.000000
11.63956833 135.72843933 1.03556776 -1997.000000
11.48262787 135.86625671 0.98824310 -2012.000000
11.48481369 135.88777161 0.97360373 -2012.000000
11.52004051 135.82434082 0.98102522 -2012.000000
11.62815666 135.69079590 0.99939537 -2001.000000
11.65122604 135.71516418 1.05073738 -2009.000000
11.61998749 135.75054932 1.05846119 -2012.000000
11.63500404 135.73370361 1.02188253 -1997.000000
11.60975456 135.71186829 1.00959730 -1989.000000
11.57605934 135.81971741 1.24437618 -2020.000000
11.62334824 135.66938782 1.01402617 -2013.000000
11.39711761 135.67530823 1.15251446 -1965.000000
11.42719078 135.64205933 1.14429808 -1985.000000
11.38847923 135.65133667 1.16664505 -1997.000000
11.42886353 135.60650635 1.15992355 -2020.000000
11.44789505 135.56205750 1.20245457 -2013.000000
11.40946198 135.58622742 1.21162176 -1997.000000
11.66419029 135.70083618 1.01366425 -2013.000000
11.71149063 135.64755249 1.00891495 -2016.000000
11.95531464 135.79188538 1.04042292 -1997.000000
11.93967056 135.80957031 1.05063248 -2020.000000
11.84876633 135.75697327 1.20318747 -2017.000000
11.84396362 135.76289368 1.18950176 -1947.000000
11.80967331 135.74023438 1.21478748 -2020.000000
11.85496140 135.71723938 1.23200989 -2013.000000
11.82479095 135.72273254 1.22947884 -2017.000000
11.65410995 135.61868286 1.01948309 -2013.000000
11.69266510 135.59123230 1.01178122 -2017.000000
11.74062538 135.52159119 1.02070379 -2013.000000
11.83059692 135.51338196 1.01511192 -2017.000000
11.61825371 135.42854309 1.16046333 -2017.000000
11.83194160 135.55430603 1.15281630 -2013.000000
11.19969940 135.11462402 1.23143959 -1986.000000
11.58078766 135.39547729 1.22431326 -1990.000000
11.55777168 135.43951416 1.20667219 -2005.000000
11.61702728 135.35571289 1.21709061 -2017.000000
11.59449768 135.39845276 1.19896317 -1994.000000
11.65756416 135.32901001 1.19572353 -2021.000000
11.42434311 135.13180542 1.14275599 -2017.000000
11.47593307 135.09640503 1.13655663 -1994.000000
11.51305962 135.05624390 1.12933826 -2017.000000
11.51373291 135.01145935 1.17132568 -2024.000000
11.50180817 135.01358032 1.18300962 -2021.000000
11.55983543 134.94958496 1.17878008 -2017.000000
13.07508087 136.36370850 1.23963881 -2017.000000
12.40125275 136.28027344 0.95636845 -2016.000000
12.45215225 136.21946716 0.95162868 -2020.000000
12.61951065 136.03796387 0.99116611 -2017.000000
13.13707733 136.28829956 1.23688364 -2009.000000
13.28098297 136.31167603 1.16846752 -2002.000000
13.18745804 136.26464844 1.24191332 -2006.000000
13.17543411 136.27964783 1.25262165 -1949.000000
12.65795517 135.99237061 0.98492622 -2017.000000
12.41255188 135.40344238 1.06517076 -2021.000000
11.97926712 135.69169617 1.10151625 -2013.000000
12.10341263 135.73631287 0.97884417 -2020.000000
11.88855743 135.46820068 0.98402786 -1998.000000
11.88093185 135.45716858 0.98449183 -2005.000000
11.86535454 135.49409485 0.99323940 -2005.000000
11.85704422 135.48391724 0.99321318 -2001.000000
11.91314125 135.44061279 0.97530842 -1982.000000
11.90576363 135.42892456 0.97577286 -1998.000000
11.98359680 135.36141968 0.97404242 -2017.000000
11.99643326 135.32676697 0.97749376 -2013.000000
12.22549438 135.60510254 0.97235441 -2017.000000
12.18863297 135.63873291 0.98006201 -2005.000000
12.29441452 135.52606201 0.97108507 -1971.000000
12.32458496 135.50505066 0.97458982 -2013.000000
12.35083008 135.47511292 0.95366669 -1934.000000
12.32704544 135.48898315 0.96385193 -1994.000000
12.34116745 135.48587036 0.96487045 -2010.000000
12.05638504 135.27903748 0.97327089 -2017.000000
12.14920807 135.19731140 0.98672056 -1987.000000
12.15326691 135.19332886 0.99942780 -2002.000000
12.10070419 135.52812195 1.10966873 -1983.000000
12.07030106 135.62583923 1.04904366 -2009.000000
12.07460785 135.62120056 1.06223917 -2013.000000
12.11060333 135.52153015 1.11116219 -2013.000000
12.08825302 135.58506775 1.10475636 -1982.000000
12.08923340 135.56697083 1.10622168 -2025.000000
11.96103668 135.62973022 1.13075066 -2013.000000
11.95144272 135.60766602 1.22105122 -1998.000000
11.92990112 135.63233948 1.20536566 -2017.000000
11.92177200 135.64183044 1.22975683 -2017.000000
11.93707657 135.59593201 1.22100687 -2013.000000
11.82599640 135.42555237 1.02143288 -2013.000000
11.85288239 135.50820923 1.01713037 -1994.000000
11.84599495 135.49633789 1.00441313 -2001.000000
11.85796547 135.50273132 1.00493717 -1998.000000
11.84573364 135.51622009 1.02882910 -2009.000000
11.89068985 135.33714294 1.03284454 -1998.000000
12.01991653 135.34283447 1.08010530 -1979.000000
11.96093369 135.40875244 1.16001701 -1987.000000
11.97291183 135.39591980 1.13661337 -1964.000000
12.17063141 135.51185608 1.05225754 -2013.000000
12.16764069 135.53883362 1.08789635 -1964.000000
12.20071030 135.50154114 1.08066559 -1987.000000
12.26963043 135.42250061 1.07890749 -2002.000000
12.04133224 135.31884766 1.05770493 -1991.000000
12.20703506 135.41197205 1.11387587 -2021.000000
12.08772278 135.26704407 1.03977013 -2006.000000
12.07944489 135.27609253 1.05146456 -2010.000000
12.10178375 135.25057983 1.02955627 -1983.000000
12.03575897 135.32559204 1.06989622 -1983.000000
12.13030624 135.21858215 1.00864077 -2025.000000
12.12474060 135.22532654 1.02034283 -2021.000000
12.04719925 135.33636475 1.18419027 -1995.000000
12.05272293 135.30555725 1.16174126 -1975.000000
12.11334991 135.26179504 1.16924047 -2014.000000
12.14315033 135.22807312 1.18641472 -1999.000000
11.81575584 135.26840210 1.12196732 -2009.000000
12.21324158 135.12527466 0.98445988 -2014.000000
11.86784744 135.21029663 1.11772060 -2009.000000
11.76319313 135.26725769 1.17015076 -2013.000000
11.76390266 135.32586670 1.12670422 -2009.000000
11.86276627 135.17773438 1.15822840 -2017.000000
11.93156815 135.11639404 1.16721439 -1983.000000
11.91273880 135.10072327 1.18033981 -2017.000000
11.83062363 135.15887451 1.20842361 -2013.000000
11.91200638 135.08015442 1.20719004 -2014.000000
11.91180801 135.06898499 1.20816469 -2010.000000
11.86626244 135.09635925 1.21486902 -2013.000000
11.90388680 135.05487061 1.20813942 -1980.000000
11.61825180 134.88650513 1.17503834 -2021.000000
11.58756065 134.93022156 1.17006969 -2017.000000
11.62194633 134.93627930 1.13355207 -2013.000000
11.58184052 134.90441895 1.18421030 -1994.000000
11.69244576 134.87936401 1.24459505 -1995.000000
11.72803116 134.84043884 1.22467661 -1953.000000
11.71149063 134.85855103 1.23439455 -2014.000000
11.73518372 134.83244324 1.21297789 -1931.000000
11.75906372 134.80679321 1.19107199 -1968.000000
11.94561768 135.12355042 1.11696434 -2017.000000
12.03676224 135.15341187 1.05815697 -1995.000000
12.12298965 134.92474365 1.11990738 -1995.000000
12.08990860 134.96202087 1.12713766 -1999.000000
11.95841599 135.08670044 1.15898895 -1976.000000
11.97875595 135.00582886 1.20445013 -1976.000000
12.06118774 134.97215271 1.16220951 -2002.000000
12.02008438 134.95948792 1.19821882 -2010.000000
11.97617722 134.97380066 1.20639133 -2014.000000
12.09024811 134.87023926 1.22234201 -1999.000000
12.41096115 135.40577698 1.05246973 -1980.000000
12.38273621 135.41638184 0.98646927 -2017.000000
12.37407684 135.44812012 0.94494343 -1987.000000
12.41548157 135.38781738 0.96556711 -1968.000000
12.48357010 135.30110168 0.99017191 -2021.000000
12.46972656 135.32498169 0.96181393 -2017.000000
12.34721756 135.31018066 1.06789207 -2010.000000
12.32359695 135.36140442 1.07466507 -1995.000000
12.39712524 135.27709961 1.07389688 -2010.000000
12.50164032 135.24372864 1.02146816 -2006.000000
12.49424362 135.16668701 1.07709980 -2018.000000
12.42700577 135.16143799 1.12328625 -2014.000000
12.45458221 135.15016174 1.12629747 -2007.000000
12.48820114 135.14961243 1.07805681 -1992.000000
12.38658142 135.20738220 1.12952042 -2014.000000
12.50925064 135.08821106 1.12205648 -1992.000000
12.61719894 135.11006165 1.03986216 -2018.000000
12.61124802 135.11811829 1.01396561 -1996.000000
12.59396744 135.13813782 1.02368212 -1966.000000
12.56205750 135.04586792 1.09144592 -2014.000000
12.65372467 135.06854248 1.03312922 -2014.000000
12.64985657 134.96478271 1.09169626 -2014.000000
12.58176422 134.98506165 1.13544273 -2025.000000
12.25841141 135.09790039 1.10324383 -1999.000000
12.30963516 135.01679993 0.98717403 -2006.000000
12.47944260 134.82511902 1.00279140 -1999.000000
12.57360840 134.71873474 0.99329138 -2000.000000
12.53430939 134.76362610 0.99903917 -1992.000000
12.53325272 134.74215698 1.00049877 -1996.000000
12.24711609 135.11097717 1.11444235 -2029.000000
12.27588654 135.07830811 1.09352779 -1976.000000
12.31721878 135.03199768 1.08778524 -2010.000000
12.16785049 134.85321045 1.16641712 -2003.000000
12.24979019 134.80422974 1.13833523 -1977.000000
12.28301620 134.72454834 1.17162609 -1977.000000
12.27321243 134.75735474 1.13107443 -2014.000000
12.49889755 134.84144592 1.06535196 -1981.000000
12.48034668 134.86253357 1.12486982 -2025.000000
12.48853683 134.85304260 1.07655239 -2003.000000
12.46434784 134.86599731 1.08624840 -2000.000000
12.46809387 134.86112976 1.07405186 -2018.000000
12.48549271 134.85705566 1.08826303 -2000.000000
12.53984070 134.78089905 1.02298450 -2014.000000
12.54281616 134.77687073 1.03617716 -2014.000000
12.41611481 134.95268250 1.22674227 -2018.000000
12.43063736 134.91833496 1.24289370 -2025.000000
12.41387558 134.95477295 1.21355152 -2003.000000
12.48854446 134.85346985 1.13856506 -2000.000000
12.44217300 134.90461731 1.23218393 -1966.000000
12.38744354 134.60768127 1.16313219 -2003.000000
12.34241486 134.71243286 1.13957548 -2018.000000
12.38601303 134.66400146 1.13383913 -2011.000000
12.34704971 134.65251160 1.16936588 -1992.000000
12.37897110 134.61737061 1.14943647 -2018.000000
12.37802505 134.66059875 1.14602137 -2003.000000
12.33877563 134.55337524 1.25135994 -2025.000000
15.25852585 137.69534302 1.13401985 -2010.000000
15.24911499 137.70869446 1.09444189 -2006.000000
14.78966141 138.33898926 1.01210451 -1985.000000
14.36765289 138.63606262 1.10366058 -1976.000000
14.44401550 138.53065491 1.10436153 -2020.000000
14.54866409 138.67214966 1.08613873 -2008.000000
14.53445053 138.69187927 1.09684086 -2012.000000
14.58235550 138.62550354 1.07890844 -2004.000000
14.39039993 138.48707581 1.23505640 -2016.000000
14.58486938 138.44134521 1.09451628 -1985.000000
14.64584732 138.18164063 1.19671297 -2012.000000
14.67871475 138.22477722 1.14359522 -2012.000000
14.44230270 138.17979431 1.17120409 -1989.000000
14.42281342 138.20564270 1.18091583 -2016.000000
14.72607422 138.14419556 1.14030743 -2013.000000
14.83307266 138.27941895 1.00685453 -1970.000000
14.90762711 138.17593384 1.00755072 -2009.000000
14.91230011 138.17416382 1.14965534 -1997.000000
14.89180756 138.20191956 1.24871922 -2009.000000
14.83082581 138.08175659 1.12645054 -2013.000000
14.83727646 138.03765869 1.13036966 -1990.000000
14.66484833 138.11209106 1.24217081 -2016.000000
14.71703339 138.04107666 1.23841095 -2013.000000
14.82633209 138.05271912 1.14108133 -1990.000000
14.85327530 138.03045654 1.14457655 -2017.000000
14.82348633 138.02615356 1.15620613 -1982.000000
14.84252167 138.00050354 1.14649391 -1963.000000
14.82278824 137.98042297 1.15961599 -1990.000000
14.76019287 137.97035217 1.25903797 -1994.000000
14.81494904 137.92764282 1.24063969 -2005.000000
14.98391342 137.79057312 1.13419151 -2017.000000
14.88850403 137.93710327 1.14173937 -2005.000000
14.87364578 137.94216919 1.14023018 -2009.000000
14.86275482 137.86235046 1.23589134 -1998.000000
14.85648727 137.89355469 1.20755625 -2017.000000
14.85228729 137.85580444 1.24855423 -2017.000000
14.84091568 137.86033630 1.26024055 -2002.000000
14.89195251 137.80218506 1.24231768 -2013.000000
14.89412689 137.81889343 1.22865391 -1998.000000
14.88571548 137.79907227 1.25499344 -1990.000000
14.94228363 137.81721497 1.15506649 -1964.000000
14.94514465 137.84378052 1.13994217 -1994.000000
14.92570496 137.77586365 1.22093010 -2006.000000
15.33198929 137.59461975 1.02094316 -1991.000000
15.32154083 137.60838318 1.03165627 -1995.000000
15.31487274 137.61772156 1.08095455 -2010.000000
15.31903076 137.61157227 1.09414959 -2021.000000
16.87779999 135.29600525 1.20101929 -1998.000000
15.04962921 136.40220642 1.04142427 -2011.000000
14.84145355 137.63830566 1.08687115 -1987.000000
14.13065338 138.09643555 1.10678720 -1973.000000
14.10864258 138.11340332 0.98709440 -2004.000000
14.11611176 138.08334351 0.96416330 -2000.000000
14.15753937 138.04817200 0.98283720 -2020.000000
14.25366974 137.92001343 0.98701239 -1997.000000
14.22716522 137.89550781 0.98741817 -1997.000000
13.99825668 137.87617493 0.92179251 -1985.000000
14.04063797 137.82028198 0.91653967 -1969.000000
14.07374573 137.77708435 0.90930843 -1993.000000
14.02180862 137.88592529 0.94823027 -1993.000000
14.11608124 137.70939636 0.94409370 -2001.000000
14.17328262 137.68536377 0.93644810 -2016.000000
14.15176392 137.67419434 0.91050291 -2020.000000
14.13141632 137.68862915 0.93388271 -2001.000000
14.31450272 137.77877808 0.99010420 -2009.000000
14.19759369 137.60226440 0.93260288 -1997.000000
14.20338821 137.64619446 0.92920828 -2005.000000
14.25201797 137.53025818 0.92982531 -2005.000000
14.28722000 137.53479004 0.93139601 -2016.000000
14.18657684 138.02165222 1.07764769 -1930.000000
14.18653870 138.02163696 1.09083080 -1922.000000
14.16635895 138.04832458 1.10005093 -1949.000000
14.19959259 138.00404358 1.06694078 -1942.000000
14.24691391 137.94116211 1.04900694 -1958.000000
14.24535370 137.94349670 1.02312422 -1981.000000
14.24925995 137.93795776 1.03680706 -1950.000000
14.23851776 137.95236206 1.06070280 -1981.000000
14.25907135 137.92506409 1.01242018 -1997.000000
13.97182083 137.69955444 1.01250982 -1985.000000
13.94226074 137.74485779 1.04563189 -2016.000000
13.94216919 137.73851013 1.02023983 -2016.000000
14.02348709 137.63836670 1.04683542 -1985.000000
13.99599838 137.64155579 1.05749559 -2016.000000
14.33051682 137.86076355 1.12590599 -2013.000000
14.35301208 137.83090210 1.11669207 -2020.000000
14.32251358 137.87071228 1.17617655 -1985.000000
14.32386017 137.86901855 1.18936443 -1943.000000
14.32815933 137.86393738 1.13859463 -2005.000000
14.32580566 137.86712646 1.15079498 -2005.000000
14.33065033 137.86012268 1.16448021 -1989.000000
14.31024933 137.88679504 1.25133753 -1950.000000
14.30477142 137.89465332 1.21177244 -1876.000000
14.30807877 137.88998413 1.19957447 -1896.000000
14.29758453 137.90374756 1.22346973 -1865.000000
14.30170059 137.89866638 1.23715401 -1900.000000
14.05684280 137.59452820 1.03960514 -1900.000000
14.05593872 137.59602356 1.02641821 -1989.000000
14.06380081 137.55287170 1.05622101 -2009.000000
14.02659988 137.57643127 1.10347795 -2024.000000
14.01644897 137.61096191 1.08685017 -2009.000000
13.92837906 137.58012390 1.22574377 -2016.000000
14.01194763 137.52728271 1.14541960 -2016.000000
13.93494415 137.20687866 1.25549841 -2005.000000
14.11980820 137.47961426 1.05295992 -2021.000000
14.10873032 137.45291138 1.11933088 -2009.000000
14.13264847 137.45831299 1.08131647 -2001.000000
14.12984848 137.46166992 1.09351540 -1951.000000
14.10594940 137.40383911 1.13542891 -1998.000000
14.08855057 137.42715454 1.14514637 -1971.000000
14.18072510 137.28091431 1.18836927 -2005.000000
14.14619827 137.21015930 1.24343348 -2002.000000
14.13504410 137.22477722 1.25414371 -2002.000000
14.16248322 137.23335266 1.24250889 -1986.000000
14.15462112 137.24440002 1.22832584 -1983.000000
14.79714203 137.69827271 1.09162998 -2009.000000
14.92029953 137.53128052 1.08806705 -2010.000000
14.92562103 137.71377563 1.25168371 -2021.000000
14.92750549 137.74183655 1.24973917 -1994.000000
14.38751221 137.40945435 1.03812313 -2017.000000
14.44861221 137.23019409 0.98115253 -1990.000000
14.44658279 137.23274231 0.96796274 -1972.000000
14.56778717 137.17144775 0.99370670 -1957.000000
14.56273651 137.17799377 0.98050833 -1810.000000
14.54573059 137.09837341 0.99851322 -1957.000000
14.58971024 137.08406067 0.96495104 -2006.000000
14.56067657 137.08261108 0.97560644 -2017.000000
14.61120605 137.01286316 0.99772072 -2017.000000
14.64546967 137.06872559 0.95730209 -1987.000000
14.68577576 137.01536560 0.95155573 -1947.000000
14.46662903 137.30439758 1.06471252 -1945.000000
14.25516129 137.03665161 1.25105810 -1998.000000
14.27859116 137.15306091 1.19206142 -2017.000000
14.31186676 137.15534973 1.14333296 -2017.000000
14.43283081 137.02888489 1.14904690 -2002.000000
14.60130692 137.12695313 1.01235437 -1991.000000
14.42778778 136.95829773 1.20468664 -2006.000000
14.54526520 136.89662170 1.16645432 -2006.000000
14.55339050 136.87051392 1.15719748 -2018.000000
14.57051849 136.86337280 1.15822363 -2021.000000
14.20637131 136.50260925 1.23961020 -2014.000000
13.59874725 136.96444702 1.12506914 -2028.000000
13.65653610 136.89147949 1.10911846 -2025.000000
13.69789886 136.83926392 1.10337400 -2006.000000
13.71545410 136.81750488 1.09365892 -1983.000000
13.75103378 136.77265930 1.08692265 -2009.000000
13.59396362 136.97079468 1.17534876 -2017.000000
13.87532425 136.93246460 1.18399382 -2017.000000
13.83094025 136.67158508 1.08763504 -2010.000000
14.01969910 136.74844360 1.19514227 -2002.000000
13.35329437 136.37243652 1.11742163 -1998.000000
13.38226318 136.43705750 1.11458635 -1983.000000
13.44284821 136.38476563 1.10987711 -1976.000000
13.43188858 136.39608765 1.10838175 -2017.000000
13.40404510 136.39732361 1.11904097 -2002.000000
13.50420380 136.34977722 1.11689091 -2014.000000
13.48200607 136.39930725 1.11146021 -2006.000000
13.57508087 136.38862610 1.13126850 -1976.000000
13.45630646 136.34555054 1.11381912 -1998.000000
13.34111786 136.30984497 1.18524790 -2014.000000
13.35431290 136.41313171 1.15258598 -1964.000000
13.40900040 136.34529114 1.14883423 -1980.000000
13.39221573 136.26985168 1.17904663 -1980.000000
13.40224075 136.26808167 1.14147902 -2010.000000
13.56832504 136.39750671 1.14296770 -1968.000000
13.55654144 136.41188049 1.15367699 -2010.000000
13.45794678 136.25643921 1.17191696 -1999.000000
13.50029373 136.24447632 1.13786221 -2021.000000
13.92930603 136.54722595 1.09181738 -2021.000000
13.57414627 136.22050476 1.11952353 -1999.000000
13.64057541 136.30792236 1.12949896 -2014.000000
13.57482910 136.19934082 1.12098837 -1969.000000
13.56665421 136.23242188 1.11803818 -2006.000000
13.56359100 136.20060730 1.13316202 -1965.000000
13.52539825 136.20269775 1.15550900 -1976.000000
14.24960327 136.44738770 1.23436069 -1988.000000
14.09760284 136.28402710 1.09911919 -2007.000000
14.12375641 136.33059692 1.12215233 -1966.000000
14.07727051 136.30915833 1.10833979 -1999.000000
13.96818161 136.52746582 1.23499823 -2010.000000
13.96909332 136.52597046 1.24769592 -1995.000000
14.00771332 136.47712708 1.22876120 -2021.000000
14.12335587 136.33123779 1.17244434 -1962.000000
14.10945129 136.34921265 1.18265915 -1999.000000
14.12789154 136.22387695 1.10603714 -2011.000000
14.10248184 136.25559998 1.11426687 -2007.000000
14.16416550 136.27986145 1.11689472 -2007.000000
14.28058624 136.40783691 1.22712374 -2022.000000
14.12619781 136.32785034 1.14803839 -1999.000000
14.12786102 136.32551575 1.13583612 -1966.000000
14.13010025 136.32232666 1.16123295 -1926.000000
14.29596329 136.39558411 1.22912121 -2010.000000
15.51767731 137.37913513 1.11375284 -2022.000000
15.17123413 137.48181152 1.19671869 -2014.000000
15.16416931 137.58882141 1.16204405 -2017.000000
15.14427948 137.61596680 1.14587593 -2017.000000
15.03590393 137.38952637 1.13282681 -1984.000000
15.08829498 137.31896973 1.12906742 -1924.000000
15.04896164 137.37237549 1.17290211 -2021.000000
15.40501785 137.44145203 1.06362009 -2025.000000
15.40608978 137.49133301 1.02163839 -2010.000000
15.42965317 137.50152588 1.11057711 -1992.000000
15.28452682 137.39416504 1.17311954 -1999.000000
15.30705261 137.36320496 1.16488075 -2021.000000
15.10965347 137.29014587 1.12033796 -1895.000000
15.11827469 137.27827454 1.10913134 -1969.000000
15.19110107 137.17930603 1.10982275 -2014.000000
14.71543503 136.84197998 1.01900434 -2007.000000
14.70938873 136.92608643 0.97358704 -2021.000000
14.74829102 136.95681763 0.97370720 -2007.000000
14.78323746 136.88659668 0.95671177 -2010.000000
14.79532242 136.89454651 0.96944427 -2021.000000
14.76779556 136.80944824 1.00060081 -1999.000000
14.81784058 136.74316406 0.99683475 -1974.000000
14.98510361 136.65431213 0.99048519 -2026.000000
14.99135971 136.64671326 0.97927284 -2014.000000
14.81332779 136.88087463 1.13502502 -1973.000000
14.81587982 136.87815857 1.12331295 -2003.000000
15.01728058 136.95706177 1.06679392 -1977.000000
15.01190948 136.96426392 1.07849836 -1626.000000
15.01379395 136.63543701 1.09359550 -2018.000000
15.62076569 137.23620605 1.04519224 -2018.000000
15.60424042 137.25910950 1.05442381 -2014.000000
15.60009384 137.18550110 1.07295561 -2014.000000
15.52892303 137.17614746 1.10692310 -1992.000000
15.54125214 137.15937805 1.09670353 -2007.000000
15.56221390 137.10606384 1.12752056 -2014.000000
15.38845062 137.23574829 1.19293833 -2007.000000
15.37692261 137.26716614 1.16458845 -2010.000000
15.41908264 137.19419861 1.18570042 -1996.000000
15.38089752 137.19522095 1.22123098 -2003.000000
15.47844696 137.15693665 1.15511036 -2007.000000
15.51095581 137.11242676 1.14836502 -2011.000000
15.47720718 137.06268311 1.22540569 -1941.000000
15.63993835 137.20989990 1.07356691 -2022.000000
15.61286163 137.20068359 1.04760599 -2022.000000
15.62125015 137.19425964 1.03639889 -2022.000000
15.62868881 137.17860413 1.03788424 -2014.000000
15.66967010 137.17401123 1.14103413 -2007.000000
15.68492889 137.06779480 1.05122042 -2004.000000
15.66283417 137.09854126 1.05945969 -1975.000000
15.64913559 137.11697388 1.06967449 -1982.000000
15.62389755 137.13842773 1.09108734 -2004.000000
15.68850327 137.14793396 1.13180876 -1876.000000
15.72534180 136.99824524 1.09722996 -1982.000000
15.72139359 136.88705444 1.14407873 -2022.000000
15.35129547 136.98434448 1.17375040 -2007.000000
15.36557007 136.96463013 1.13912249 -2015.000000
15.35829544 136.97480774 1.16253901 -2007.000000
15.34559250 136.99176025 1.14785576 -2022.000000
15.29838943 136.61273193 1.11494875 -1932.000000
15.30575180 136.60298157 1.12864113 -2015.000000
15.31272125 136.59390259 1.19164896 -1975.000000
15.67857361 136.85375977 1.16835976 -2008.000000
15.08651733 136.55786133 1.11772823 -2004.000000
14.59341812 136.74172974 1.22028828 -2018.000000
14.94063568 136.62072754 0.99083567 -2026.000000
14.91503906 136.61506653 1.00198984 -2014.000000
14.96701813 136.64372253 0.97773504 -1978.000000
15.01058197 136.60971069 0.99592638 -2007.000000
15.01285172 136.58357239 0.97395611 -2004.000000
15.03492737 136.58868408 0.97451115 -2015.000000
15.04124832 136.56927490 0.96427345 -1924.000000
15.04076385 136.56945801 0.97696733 -1975.000000
15.02428818 136.59127808 0.98619938 -1960.000000
15.00392532 136.49816895 1.00565672 -2018.000000
14.74272537 136.51748657 1.24804640 -1967.000000
14.75936890 136.52452087 1.21098709 -1978.000000
14.53731537 136.47793579 1.21276093 -2018.000000
14.64866257 136.34454346 1.24334764 -2000.000000
14.63883209 136.34631348 1.21792889 -2015.000000
14.87345505 136.66683960 1.01945114 -1952.000000
14.86288452 136.64804077 1.02039337 -2007.000000
14.85259247 136.69438171 1.02818203 -1989.000000
14.83669281 136.68276978 1.02813292 -2003.000000
14.90704727 136.62237549 1.01319742 -1974.000000
14.92036819 136.56391907 1.04399157 -1989.000000
15.03852463 136.58380127 1.01260805 -2022.000000
15.03686523 136.60470581 1.12295723 -1931.000000
15.03552246 136.60639954 1.11025858 -2015.000000
15.04053497 136.59982300 1.13615131 -1993.000000
14.95233917 136.52177429 1.03724480 -2004.000000
15.00239563 136.49723816 1.01785946 -2000.000000
14.76724243 136.48617554 1.23932600 -1993.000000
15.02122116 136.62503052 1.17027760 -1960.000000
15.03911209 136.60151672 1.14835453 -1989.000000
15.02426529 136.62100220 1.15807867 -2004.000000
14.71451569 136.24943542 1.10632324 -2015.000000
14.72721863 136.23248291 1.12100840 -2018.000000
14.69420624 136.28614807 1.23859262 -2018.000000
14.90280533 136.38265991 1.23190308 -2015.000000
14.40120697 135.86917114 1.12877655 -1990.000000
14.39031601 135.88313293 1.13948822 -2015.000000
14.46354675 135.79093933 1.12748671 -2001.000000
14.55085754 135.81387329 1.13116789 -1979.000000
14.63376617 135.70877075 1.13384151 -2015.000000
14.49483109 135.88493347 1.17104959 -1932.000000
