//X Y Z Scalar_field
78006
-7.93749809 158.81515503 1.66200900 -1412.000000
-7.92236710 158.81909180 1.66303158 -1821.000000
-7.95314407 158.79919434 1.63950014 -1945.000000
-7.91657066 158.81277466 1.64107490 -1538.000000
13.32234955 137.32057190 1.09109020 -1993.000000
1.08905768 143.42654419 1.05351543 -2006.000000
0.65477920 143.83039856 1.02346706 -2011.000000
3.82664466 144.94386292 1.65221238 -1943.000000
3.82694793 144.94323730 1.63512325 -1995.000000
3.59289336 146.26826477 1.47200656 -1993.000000
3.57520270 146.28959656 1.45340300 -1987.000000
3.57851577 146.28492737 1.43632197 -1993.000000
3.80358481 144.97019958 1.68290830 -1914.000000
3.82106948 144.95060730 1.66782188 -1914.000000
3.08565307 143.94725037 1.33541512 -1938.000000
3.93017745 144.82652283 1.51383257 -1995.000000
3.88809752 144.87367249 1.54252148 -2007.000000
3.88779044 144.87432861 1.55912280 -1949.000000
2.27418876 141.38473511 1.99329710 -1998.000000
2.28906798 141.37005615 1.97869110 -1987.000000
2.32316756 141.33610535 1.94949079 -1992.000000
2.09822440 141.52873230 1.34581614 -1992.000000
2.12930465 141.49769592 1.33320951 -1975.000000
2.06398749 141.56225586 1.35841465 -2008.000000
2.05024886 141.57588196 1.37302351 -2008.000000
2.30350852 141.35559082 1.96359491 -1976.000000
2.32913375 141.33023071 1.93388295 -1992.000000
13.31892776 137.32478333 1.07789707 -1965.000000
8.66239929 146.47891235 1.06575155 -2009.000000
8.89591408 146.15812683 1.05077839 -2004.000000
8.42226410 146.72137451 1.03772593 -1987.000000
8.20454597 147.08589172 1.06788731 -1997.000000
8.23129082 147.04878235 1.05526733 -2008.000000
8.46115112 146.69595337 1.04125595 -2003.000000
8.52469826 146.66738892 1.09466362 -1998.000000
8.50979424 146.68794250 1.10878325 -2003.000000
8.47586823 146.64869690 1.02908707 -2003.000000
8.49993515 146.64273071 1.03062201 -2009.000000
8.57640457 146.57580566 1.03914070 -2009.000000
9.97965050 144.72552490 1.01768160 -1941.000000
10.01893234 144.67102051 1.00802517 -1895.000000
9.31858063 145.55839539 1.01826572 -1989.000000
9.24407578 145.68113708 1.02196646 -2010.000000
9.36999321 145.54440308 1.05357265 -2011.000000
9.49509048 145.37225342 1.05587530 -2016.000000
10.05885887 144.61676025 0.99885988 -1956.000000
9.66436958 145.08457947 1.00653648 -2011.000000
9.65987396 145.14645386 1.04901171 -1985.000000
9.62365723 145.19586182 1.05916452 -1975.000000
9.70354652 145.08624268 1.03985643 -1954.000000
9.72515869 145.05679321 1.02722216 -1939.000000
9.76475525 145.02021790 1.09374142 -2011.000000
9.77037811 145.01235962 1.07910776 -1996.000000
9.72978210 145.01457214 1.03064823 -2006.000000
9.89069939 144.79431152 0.99252224 -1966.000000
9.92208099 144.75085449 0.98186827 -1966.000000
9.76553535 144.94615173 1.00633049 -1996.000000
9.75654602 145.01330566 1.01656675 -1955.000000
9.72963333 144.95796204 1.00378418 -1991.000000
9.78084564 144.99859619 1.06546593 -2006.000000
9.80740929 144.85087585 0.99960709 -1991.000000
9.80295753 144.91386414 1.01034498 -1976.000000
9.80758476 144.96147156 1.05382156 -2006.000000
9.77691078 144.95013428 1.02198982 -1975.000000
9.81338310 144.93592834 1.00940180 -1965.000000
9.80827332 144.88742065 0.99717283 -2006.000000
9.85006523 144.90341187 1.04466248 -2006.000000
9.83963776 144.90013123 0.99775600 -1970.000000
9.84080505 144.86213684 1.00068426 -1960.000000
9.90603447 144.82644653 1.03749466 -1935.000000
9.94015503 144.76142883 0.99754858 -2002.000000
9.93415451 144.78764343 1.02634382 -1950.000000
10.29645157 144.31385803 1.04835415 -2003.000000
10.01096344 144.62915039 0.97967577 -2002.000000
10.03343582 144.63403320 0.99585629 -1931.000000
10.05947876 144.59777832 0.98469877 -1936.000000
10.06435394 144.55601501 0.97250032 -1977.000000
10.10566902 144.53482056 0.97652674 -1982.000000
10.09231949 144.57075500 0.98821115 -1946.000000
10.11208725 144.54318237 0.97605801 -2012.000000
10.13621521 144.40126038 0.98783016 -1982.000000
10.15931511 144.46102905 0.96935272 -1972.000000
10.10786819 144.47656250 0.99605656 -2002.000000
10.17492867 144.38499451 0.99087286 -1967.000000
10.18893433 144.36480713 0.97772789 -1967.000000
10.22515678 144.31542969 0.96806431 -1972.000000
10.20124245 144.36840820 0.97776508 -1932.000000
10.24397850 144.30964661 0.96909523 -1917.000000
10.29734993 144.31236267 1.06349421 -2018.000000
6.60941696 149.22985840 1.73969841 -1980.000000
6.59589195 149.24765015 1.77237582 -1968.000000
6.57936668 149.27055359 1.78746676 -1986.000000
6.21166039 149.74519348 1.73174715 -1978.000000
6.22563553 149.72610474 1.71567297 -1985.000000
6.23865700 149.70852661 1.69959545 -1978.000000
6.27257347 149.66232300 1.68601942 -2004.000000
6.64451027 149.18151855 1.72612453 -1968.000000
6.65942192 149.16094971 1.71102881 -1992.000000
6.20232964 149.75791931 1.74783397 -1978.000000
6.60473442 149.23622131 1.75628734 -1980.000000
4.92950058 141.98672485 0.98907900 -1995.000000
7.16971207 142.22727966 1.10613871 -1987.000000
5.35697937 143.09219360 0.96071720 -1999.000000
4.38791275 144.30673218 1.18699932 -2008.000000
5.05606461 143.55218506 1.07462931 -1933.000000
4.75269127 143.85995483 1.02249670 -1942.000000
4.83675575 143.73677063 0.96999645 -2014.000000
4.79585457 143.78288269 0.98111200 -1964.000000
4.93033600 143.65788269 0.98051882 -1948.000000
4.89375114 143.67163086 0.96088028 -2003.000000
4.98140144 143.59973145 0.95478392 -1965.000000
4.94895363 143.63725281 0.96641111 -1948.000000
4.94105721 143.61833191 0.95124817 -2009.000000
5.00451469 143.60485840 0.97145557 -1954.000000
4.75812340 143.85427856 1.03911448 -1992.000000
4.75431442 143.85871887 1.00638914 -1920.000000
4.75221062 143.83239746 0.99173069 -1964.000000
4.79570389 143.81127930 0.99576378 -1959.000000
4.77624893 143.80500793 1.01084185 -1997.000000
4.69585419 143.95590210 1.12683392 -2008.000000
4.80873489 143.83348083 1.22188044 -1981.000000
4.83175278 143.80711365 1.20827293 -1920.000000
4.84740448 143.78942871 1.19366932 -1920.000000
4.85569954 143.78038025 1.17855597 -1920.000000
4.88101196 143.74519348 1.03653526 -1959.000000
4.89690590 143.72685242 1.02242041 -1970.000000
4.93735886 143.68092346 1.01130533 -1932.000000
4.94358063 143.67439270 0.99618578 -1926.000000
4.88509941 143.74011230 1.05314922 -1976.000000
4.86322403 143.76541138 1.06675959 -2003.000000
4.97325897 143.64025879 0.98357439 -1960.000000
5.03808022 143.57305908 1.08873892 -1922.000000
5.00266838 143.61351013 1.10035801 -1894.000000
4.89480782 143.73616028 1.15132189 -1921.000000
4.87456131 143.75912476 1.16493702 -1926.000000
4.91599846 143.71168518 1.13771105 -1959.000000
4.94978523 143.67358398 1.12559986 -1938.000000
4.99369049 143.62339783 1.11498022 -1899.000000
5.08845520 143.51573181 1.06251383 -1944.000000
5.23243713 143.34547424 0.93743134 -1988.000000
5.39852142 143.15713501 0.91104507 -1994.000000
5.32111740 143.25109863 0.98016310 -1929.000000
5.31398010 143.25276184 0.93180132 -1993.000000
5.35879135 143.20854187 0.96903944 -1945.000000
5.39949036 143.16198730 0.95841217 -1972.000000
5.37669373 143.18133545 0.92416620 -1999.000000
5.39331055 143.16958618 0.94179249 -2010.000000
5.16756821 143.42576599 1.02465105 -1917.000000
5.15834045 143.43630981 1.03927326 -1917.000000
5.19769287 143.39143372 1.01252937 -1955.000000
5.13350296 143.46455383 1.05238724 -1960.000000
5.29419708 143.28187561 0.99278212 -1966.000000
5.23884010 143.34466553 1.00190353 -1955.000000
5.26764107 143.33625793 1.21146107 -1890.000000
5.25494003 143.35101318 1.22607470 -1869.000000
5.30121803 143.29878235 1.18372393 -1934.000000
5.28304672 143.31919861 1.19734478 -1928.000000
5.34749222 143.24545288 1.15748739 -1923.000000
5.32126617 143.27536011 1.17059708 -1945.000000
5.37371635 143.21553040 1.14486647 -1951.000000
5.40631104 143.17951965 1.13275146 -1940.000000
4.40043259 142.55134583 0.92166042 -2010.000000
7.06513023 142.35005188 1.15369511 -1936.000000
6.11325073 143.41911316 1.20569229 -1999.000000
5.44250679 143.13822937 1.08988476 -1994.000000
5.41904831 143.16476440 1.10300255 -1972.000000
5.42107582 143.16223145 1.11912155 -1961.000000
6.16317558 143.36090088 1.19606686 -2005.000000
5.82143211 142.72808838 1.15248251 -1916.000000
5.58962440 142.97071838 1.04537773 -1973.000000
5.43231583 142.93650818 0.92722893 -2005.000000
5.42039490 143.01992798 0.95308304 -1994.000000
5.39691162 142.97695923 0.93884706 -1978.000000
5.50570679 142.96409607 0.91426754 -1999.000000
5.50477219 142.96449280 0.92940187 -1978.000000
5.55109024 142.92449951 0.91928053 -2000.000000
5.45398712 142.89305115 0.94730711 -2015.000000
5.57292366 142.90028381 0.90615845 -1973.000000
5.57992363 142.91958618 0.92131853 -2000.000000
5.58449745 142.79870605 0.96086740 -2000.000000
5.67568398 142.81088257 0.91817093 -2000.000000
5.68151093 142.72369385 0.94014978 -1995.000000
5.63916206 142.73677063 0.95223284 -2005.000000
5.69027710 142.68014526 0.95921326 -1995.000000
5.69492722 142.67486572 0.94408894 -1984.000000
5.70623207 142.66072083 0.94509697 -1989.000000
5.56018257 143.00422668 1.05750179 -1989.000000
5.54887962 143.01728821 1.07163000 -2010.000000
5.59747696 142.96186829 1.03075218 -1984.000000
5.69028091 142.85607910 1.02661896 -1989.000000
5.70662117 142.83755493 1.01299381 -1957.000000
5.77214813 142.76272583 0.99023008 -1968.000000
5.74271584 142.79624939 1.00186539 -1942.000000
5.70958710 142.85514832 1.23273325 -1931.000000
5.73121834 142.83049011 1.21960974 -1963.000000
5.75146103 142.80752563 1.20697212 -1947.000000
5.76598167 142.79087830 1.19285297 -1915.000000
5.61224937 142.59945679 1.00682116 -1979.000000
5.80879784 142.74176025 1.16660643 -1905.000000
5.85052872 142.67361450 0.96896696 -1963.000000
5.82889748 142.69825745 0.98208904 -1963.000000
5.74691582 142.61412048 0.93495798 -1969.000000
5.91897202 142.59584045 0.96232414 -1969.000000
5.85735512 142.48919678 0.93380594 -2011.000000
5.97388268 142.53327942 0.95417833 -1959.000000
6.02632713 142.47341919 0.92991257 -1953.000000
6.02767754 142.44659424 0.93186569 -1995.000000
6.00721359 142.49534607 0.94304276 -1953.000000
6.00535965 142.47209167 0.94449854 -2000.000000
6.08354378 142.42950439 0.98281145 -2001.000000
6.07596016 142.41696167 0.92077541 -1975.000000
6.07686806 142.39031982 0.92272758 -2011.000000
6.11734581 142.36953735 0.91063833 -2001.000000
5.86997414 142.67268372 1.12722874 -1969.000000
5.84306335 142.70344543 1.13984728 -1926.000000
5.78553772 142.76876831 1.17972422 -1905.000000
5.89481354 142.64443970 1.11460400 -1942.000000
5.91417313 142.62188721 1.10147429 -1911.000000
5.94083977 142.59175110 1.08934259 -1927.000000
6.03906631 142.47984314 1.03981447 -1896.000000
5.99441719 142.53086853 1.06507969 -1891.000000
5.97393608 142.55447388 1.07771683 -1891.000000
6.00799751 142.51570129 1.05144596 -1880.000000
6.06344986 142.45182800 1.02718830 -1917.000000
6.08004761 142.43373108 0.99793863 -1928.000000
6.07703781 142.43667603 1.01355553 -1912.000000
5.80220795 142.35595703 1.01760817 -2001.000000
6.03939056 142.28295898 0.94262028 -2006.000000
6.84329033 142.59461975 1.04808664 -1816.000000
6.88531685 142.54525757 1.06920099 -1939.000000
7.05635262 142.36039734 1.16782999 -1966.000000
6.19193459 142.33029175 1.22921610 -2001.000000
6.21380043 142.30497742 1.21609449 -2001.000000
6.25035477 142.26348877 1.20545483 -1975.000000
6.26462555 142.24748230 1.19133472 -1960.000000
6.29475403 142.21313477 1.17970181 -1975.000000
6.43972588 142.04771423 1.09026718 -1874.000000
6.10991859 142.12399292 0.95697021 -1996.000000
6.11193275 142.14768982 0.97162771 -1934.000000
6.14779472 142.12625122 0.97514963 -2011.000000
6.13376808 142.17593384 0.93995857 -2006.000000
6.13652039 142.12010193 0.95948982 -1991.000000
6.10864067 142.09729004 0.95891571 -1960.000000
6.12913132 142.07366943 0.94627762 -1996.000000
6.23197746 142.15122986 0.90118456 -1980.000000
6.29572868 142.10607910 0.90771627 -1981.000000
6.16986847 142.10140991 0.96251678 -1981.000000
6.19175911 142.11195374 0.94793463 -1986.000000
6.19333458 142.10961914 0.96356392 -1919.000000
6.18203545 142.12269592 0.97769213 -1944.000000
6.18103218 141.99850464 0.95472336 -2006.000000
6.17950058 142.04521179 0.95081854 -1986.000000
6.22167778 141.95300293 0.94458437 -2017.000000
6.21900749 142.00076294 0.94067621 -1981.000000
6.36863327 141.99638367 0.88838768 -1991.000000
6.32264900 142.07531738 0.89607334 -1981.000000
6.29652786 142.07792664 0.89404297 -1991.000000
6.39913750 142.01802063 0.90410662 -1986.000000
6.36838341 142.05911255 0.88448811 -2017.000000
6.49058533 141.96572876 0.96003628 -2002.000000
6.43064308 141.98197937 0.89296484 -1996.000000
6.42907524 141.92703247 0.88123322 -1976.000000
6.39592743 141.99165344 0.89042139 -1981.000000
6.47545433 141.93733215 0.86818933 -2012.000000
6.48486328 141.92024231 0.88530588 -1996.000000
6.46492577 141.88639832 0.87108040 -1986.000000
6.37140274 141.85379028 0.96015358 -1986.000000
6.42841721 142.06079102 1.10439539 -1848.000000
6.50595093 141.97206116 1.06848145 -1930.000000
6.47972488 142.00196838 1.08012581 -1920.000000
6.36096573 142.13748169 1.15742779 -1929.000000
6.35173035 142.14801025 1.17156219 -1934.000000
6.38398743 142.11114502 1.14479637 -1935.000000
6.41873741 142.07151794 1.11852837 -1873.000000
6.40536499 142.08712769 1.13216209 -1930.000000
7.03102112 142.38992310 1.17996550 -1956.000000
6.97624779 142.40945435 0.94445276 -2007.000000
6.98780251 142.39573669 0.93081331 -1996.000000
7.09460831 142.27088928 0.89937735 -2002.000000
7.12804413 142.26115417 0.96344042 -1987.000000
7.13475800 142.25335693 0.94881010 -2012.000000
7.10128021 142.30766296 1.14305449 -1936.000000
6.55710030 141.91389465 1.01344967 -1905.000000
6.49956131 141.83497620 0.90731001 -2002.000000
6.58423042 141.83769226 0.91244602 -2002.000000
6.55099106 141.84568787 0.87914467 -2012.000000
6.55329895 141.89428711 0.95288801 -1976.000000
6.66714668 141.74328613 0.90828609 -2012.000000
6.64262009 141.81678772 0.97853518 -1936.000000
6.60475540 141.83592224 0.94473362 -1971.000000
6.62916183 141.80789185 0.93259525 -1992.000000
6.66702461 141.78874207 0.96688461 -1916.000000
6.68612289 141.76681519 0.95375586 -1951.000000
6.56688309 141.75827026 0.90115309 -1961.000000
6.59881592 141.72203064 0.89001226 -1962.000000
6.64247894 141.67253113 0.88085842 -1997.000000
6.69414330 141.73435974 0.92594290 -2002.000000
6.77087784 141.64648438 0.92127657 -1972.000000
6.73758316 141.70846558 0.94608831 -1952.000000
6.80238724 141.61045837 0.91062403 -1927.000000
6.85501862 141.52963257 0.90393353 -1902.000000
6.85917664 141.54598999 0.88783407 -1922.000000
6.83137703 141.57714844 0.89947510 -1932.000000
6.82765770 141.56060791 0.91508675 -1957.000000
6.78746605 141.65133667 0.93695164 -1952.000000
6.83180046 141.60098267 0.92828798 -1977.000000
6.78232765 141.55255127 0.91299725 -1972.000000
6.81269073 141.51756287 0.90185308 -1967.000000
6.76667404 141.49267578 0.93100929 -2012.000000
6.59547043 141.87049866 1.00330400 -1931.000000
6.53591156 141.93836975 1.02608538 -1884.000000
6.53265572 141.94194031 1.04072428 -1890.000000
6.52526093 141.95057678 1.05535269 -1935.000000
6.62099838 141.84143066 0.99116898 -1906.000000
6.68652534 141.79460144 1.22817564 -1956.000000
6.74756813 141.72506714 1.17463684 -1992.000000
6.76687050 141.70356750 1.16150713 -1932.000000
6.70494843 141.77351379 1.21504402 -1911.000000
6.72292519 141.75375366 1.18677425 -1906.000000
6.71576881 141.76173401 1.20091438 -1790.000000
6.78944206 141.67744446 1.14936447 -1912.000000
6.84479904 141.61463928 1.14121962 -1892.000000
5.41258049 138.34082031 1.15311050 -2014.000000
5.41209221 138.34101868 1.16775703 -2009.000000
11.60283852 142.54295349 0.93726063 -2015.000000
8.74778366 141.08404541 1.15316582 -2005.000000
7.57040787 141.78289795 1.09750652 -1973.000000
7.17687798 142.21928406 1.09151030 -2002.000000
7.44423676 141.93075562 1.21726847 -1987.000000
7.43983650 141.93539429 1.23190498 -2002.000000
7.49054337 141.87635803 1.19298458 -2008.000000
7.46131516 141.91029358 1.20413303 -1988.000000
6.90928459 141.54089355 1.08866787 -1852.000000
6.88237381 141.49867249 0.89229202 -1952.000000
6.89268684 141.53144836 0.92162371 -1967.000000
6.89552307 141.50404358 0.87768364 -1972.000000
6.95837975 141.45707703 0.91497374 -1933.000000
6.94028664 141.43205261 0.88513136 -1988.000000
6.97805405 141.36480713 0.90769625 -1918.000000
6.98138809 141.43074036 0.90331984 -1928.000000
6.97679520 141.41195679 0.87400627 -2003.000000
6.92975426 141.35861206 0.91975784 -1988.000000
6.97727203 141.39035034 0.87498188 -1973.000000
7.02735901 141.37803650 0.89417219 -1968.000000
6.99256325 141.34814453 0.89455318 -1918.000000
7.03861427 141.32060242 0.86880732 -2008.000000
7.01922989 141.31802368 0.88290882 -1983.000000
7.02787209 141.40603638 0.98353291 -1928.000000
7.08849144 141.30786133 0.88799715 -2003.000000
7.05191803 141.32643127 0.86933661 -2008.000000
7.12617302 141.26530457 0.87784958 -2003.000000
7.10600090 141.31646729 0.97887182 -1943.000000
7.17054176 141.24314880 0.97270584 -1939.000000
6.90212059 141.54888916 1.10329628 -1812.000000
6.92148399 141.52742004 1.07503033 -1887.000000
6.96932983 141.47283936 1.05123901 -1968.000000
6.94013214 141.50569153 1.06238747 -1953.000000
7.00570869 141.43090820 1.02595139 -1833.000000
6.99484825 141.44375610 1.03959322 -1893.000000
7.01583672 141.41995239 1.01182079 -1878.000000
7.03034973 141.40332031 0.99867725 -1918.000000
6.89126015 141.56176758 1.11693668 -1792.000000
6.89077187 141.56198120 1.13207245 -1817.000000
7.58750153 141.76243591 1.08437014 -1998.000000
7.56163216 141.79324341 1.11115360 -1958.000000
7.54963493 141.80715942 1.12479162 -1958.000000
7.54361534 141.81410217 1.13942289 -1993.000000
7.81740570 141.52061462 1.23394966 -1935.000000
7.84064865 141.49362183 1.22229576 -1925.000000
7.90758514 141.41450500 1.15607834 -1916.000000
7.89717674 141.42716980 1.16972113 -1945.000000
7.84830475 141.48432922 1.20815706 -1950.000000
7.85847092 141.47230530 1.19451380 -1940.000000
7.88172531 141.44532776 1.18237257 -1950.000000
8.44403076 140.80343628 1.09509373 -2000.000000
7.99029160 141.31813049 1.10748339 -1906.000000
8.07941055 141.21348572 1.07501984 -1970.000000
8.00919342 141.29576111 1.09532976 -1911.000000
8.02188683 141.28100586 1.08218145 -1941.000000
7.94629669 141.36938477 1.13128567 -1867.000000
7.92945862 141.38919067 1.14393282 -1872.000000
7.97533035 141.33499146 1.12062550 -1867.000000
8.12710381 141.15740967 1.05171680 -1927.000000
8.10888863 141.17890930 1.06387234 -1965.000000
8.27071762 141.00610352 1.21911716 -1932.000000
8.26054764 141.01814270 1.23227262 -1942.000000
8.41456223 140.83801270 1.10575247 -1966.000000
8.34771347 140.91604614 1.15536880 -1938.000000
8.32121086 140.94770813 1.16652536 -1947.000000
8.30901527 140.96118164 1.17967415 -1937.000000
8.29055786 140.98333740 1.19182920 -1928.000000
8.28107643 140.99452209 1.20547438 -1928.000000
8.40301704 140.85173035 1.11841631 -1962.000000
8.36962891 140.89076233 1.12906408 -1942.000000
8.36707306 140.89349365 1.14321661 -1923.000000
8.75656128 141.07369995 1.14000750 -2005.000000
11.57086563 142.53962708 0.93521166 -2015.000000
10.81589508 143.62403870 1.13965368 -1960.000000
10.81756401 143.62170410 1.12500906 -1858.000000
10.68748283 143.75299072 0.95813465 -1998.000000
10.74510193 143.65708923 0.95340967 -1989.000000
10.73623085 143.68621826 0.95045853 -1994.000000
10.79132652 143.63368225 0.95793962 -2008.000000
10.76326370 143.63185120 0.94125319 -1999.000000
10.77921486 143.62686157 0.94227743 -1984.000000
10.83105278 143.57901001 0.94926119 -2004.000000
10.89012337 143.42304993 0.94892836 -2014.000000
10.36339569 142.13304138 0.96866798 -2014.000000
10.02488327 143.10679626 1.17775345 -2004.000000
10.06406021 143.05448914 1.16858578 -1975.000000
10.10828781 142.99667358 1.15992069 -1936.000000
10.13449478 142.96195984 1.14876318 -1970.000000
10.16899300 142.91706848 1.13909388 -1994.000000
11.38009453 142.80168152 0.93370152 -2005.000000
11.14736938 143.10502625 0.92719078 -2004.000000
11.24474335 142.98806763 0.94162464 -1995.000000
11.26551056 142.94239807 0.93142605 -2009.000000
11.27587509 142.94523621 0.93194580 -1995.000000
11.46893120 142.70251465 0.91735125 -2014.000000
11.44206810 142.71667480 0.92899227 -2014.000000
11.42456818 142.76358032 0.92504025 -1972.000000
11.42547035 142.76208496 0.93969059 -2010.000000
10.74471664 142.26593018 1.08359289 -2010.000000
10.41686821 142.11390686 0.97321987 -2000.000000
11.09126472 141.48526001 1.00053453 -2011.000000
9.59688187 140.99810791 0.99015617 -1940.000000
9.66277504 140.91348267 0.98545837 -1884.000000
9.73130798 140.81802368 0.98223162 -1969.000000
11.11713791 141.45118713 1.01916170 -2011.000000
11.17279625 141.37004089 1.02810574 -1993.000000
9.43632507 138.10845947 1.01565361 -2004.000000
8.01099586 140.32017517 1.02733183 -1948.000000
7.29047775 141.11753845 1.09365177 -1954.000000
7.23006821 141.18666077 1.23654938 -2008.000000
6.96150589 141.32191467 0.90910578 -1963.000000
6.96319962 141.30778503 0.91057301 -2003.000000
6.98678970 141.29350281 0.89745808 -2003.000000
7.16636658 141.07707214 0.92335367 -2008.000000
7.17023659 141.14062500 0.91946793 -1993.000000
7.17442131 141.21052551 0.86968565 -1988.000000
7.22966003 141.12370300 0.87911558 -1998.000000
7.18460846 141.22669983 0.95956135 -1909.000000
7.23008919 141.17529297 0.95090151 -1949.000000
7.13676453 141.07211304 0.95207405 -2013.000000
7.27596092 141.13418579 1.10679483 -1949.000000
7.33268929 141.02992249 0.86183214 -1979.000000
7.26034546 141.11210632 0.86651039 -1993.000000
7.25493050 141.14706421 0.93925238 -1949.000000
7.32935333 141.06234741 0.93409109 -1964.000000
7.29904556 141.04446411 0.87394047 -2003.000000
7.21943855 140.97836304 0.94840145 -1994.000000
7.30279732 140.85054016 0.97695303 -1989.000000
7.32938576 140.89164734 0.93113947 -2003.000000
7.46767235 140.90408325 0.92374039 -1945.000000
7.48974228 140.87922668 0.91208363 -1960.000000
7.45458221 140.93019104 0.98132181 -1887.000000
7.43364716 140.94284058 0.93389797 -1955.000000
7.51271629 140.86402893 0.97416258 -1950.000000
7.52333069 140.84066772 0.90192556 -1950.000000
7.55066872 140.80967712 0.89077187 -2004.000000
7.57335091 140.79513550 0.96798563 -1941.000000
7.47915840 140.79464722 0.90227556 -1980.000000
7.48693466 140.77987671 0.91841030 -1989.000000
7.41189575 140.83592224 0.95481491 -1994.000000
7.39782524 140.77586365 0.95818281 -1994.000000
7.35816383 140.78775024 0.96978521 -2004.000000
7.47648239 140.76261902 0.93400145 -1950.000000
7.46196938 140.77925110 0.94714451 -1936.000000
7.45544815 140.71101379 0.95150995 -2014.000000
7.44932938 140.76779175 0.94710541 -2014.000000
7.49074936 140.74661255 0.92085743 -1989.000000
7.49384880 140.77252197 0.90475750 -1950.000000
