L_1  23/09/2018	09:02:58	 72736.187	452701.370	   4.880	0.01	0.01
REF_A  23/09/2018	09:04:46	 72759.913	452722.235	   4.620	0.01	0.01
REF_B  23/09/2018	09:06:00	 72754.690	452700.036	   4.681	0.01	0.01
REF_C  23/09/2018	09:06:60	 72733.166	452699.086	   4.984	0.01	0.01
CNTR_A 23/09/2018	09:08:05	 72727.767	452711.313	   2.875	0.01	0.01
CNTR_B 23/09/2018	09:08:40	 72711.758	452726.342	   1.777	0.01	0.01
CNTR_C 23/09/2018	09:09:17	 72731.099	452744.147	   1.912	0.01	0.01
CNTR_D 23/09/2018	09:10:22	 72745.167	452726.723	   2.940	0.00	0.00
