// X, Y, Z
72766.859176635742,452734.865562438960,2.994142055511
72759.744106292725,452735.271408081050,2.498090028763
72755.047027587891,452734.179588317870,2.198956012726
72751.456230163574,452732.851524353030,2.081347942352
72750.614299774170,452732.069423675540,2.120369672775
72750.589809417725,452731.390834808350,2.134392261505
72753.146392822266,452731.753646850590,2.257058858871
72755.999649047852,452732.886455535890,2.442626953125
72757.462654113770,452731.542049407960,2.489702463150
72759.054893493652,452732.790351867680,2.555430412292
72761.357650756836,452732.597431182860,2.720528364182
72765.121093750000,452733.843448638920,2.982596158981
72765.797775268555,452732.696395874020,3.076960802078
72767.473709106445,452733.153266906740,3.114217519760
72765.837913513184,452732.294910430910,2.972153186798
72764.735481262207,452730.646461486820,3.250542163849
72763.128395080566,452729.161949157710,3.268437862396
72762.314647674561,452728.505645751950,3.247807502747
72761.145385742188,452727.294250488280,3.215477943420
72758.283721923828,452723.647602081300,3.590240478516
72756.922794342041,452722.255432128910,3.544452190399
72755.248325347900,452721.719982147220,3.583406448364
72754.374050140381,452721.020374298100,3.471529006958
72752.869552612305,452719.058029174800,3.452972173691
72752.078788757324,452717.959987640380,3.230886697769
72751.954109191895,452717.121227264400,3.351011753082
72751.071792602539,452716.864137649540,3.314116001129
72749.750102996826,452715.941428184510,3.338382720947
72748.184234619141,452714.820591926570,3.371207714081
72746.353118896484,452713.469510078430,3.461936235428
72744.572322845459,452711.648553848270,3.524056434631
72743.436450958252,452710.763103485110,3.469082832336
72741.570205688477,452709.063952445980,3.422311306000
72739.478393554687,452707.831713676450,3.477995157242
72737.526649475098,452706.425764083860,3.720196723938
72736.030975341797,452705.417594432830,3.677236080170
72734.693614959717,452703.931439876560,3.921518564224
72733.982772827148,452703.036195039750,3.970764636993
72733.592750549316,452702.111558198930,4.019327163696
72732.675987243652,452701.683424711230,3.897578477859
72732.235752105713,452700.053739547730,3.939198493958
72732.170043945313,452698.029899597170,3.811824321747
72732.759922027588,452696.857866287230,3.676277637482
72733.109390258789,452694.100963592530,3.523604393005
72730.627689361572,452692.920139312740,3.217212677002
72728.244455337524,452692.651068687440,2.952785015106
72725.151962280273,452692.863387107850,2.465438127518
72724.299312591553,452692.972561836240,2.413693666458
72722.709669113159,452696.330928802490,2.493146419525
72721.220853805542,452699.600671768190,2.221014499664
72720.205987930298,452699.758249759670,2.190836906433
72719.576293945313,452698.671154975890,2.314831018448
72719.763383865356,452696.364447593690,2.321222066879
72719.945627212524,452694.737090110780,2.472786188126
72720.917076110840,452693.422769546510,2.533350229263
72721.698255538940,452692.400435447690,2.649069786072
72722.676521301270,452692.260348320010,2.826724767685
72723.089193344116,452691.947916984560,2.657664299011
72719.397745132446,452689.297499656680,2.312259912491
