RTCM-Ref 0014   	25/09/2018	11:29:31	 67436.494	444379.675	  23.104	0.00	0.00
D4-LB-01        	25/09/2018	11:30:34	 72733.198	452699.118	   4.899	0.01	0.02
D4-LB-C001      	25/09/2018	11:31:12	 72733.208	452699.118	   4.897	0.01	0.02
RTCM-Ref 0018   	25/09/2018	11:42:13	 83044.522	436032.555	  18.286	0.00	0.00
D4-LB-BI001     	25/09/2018	11:43:11	 72754.698	452700.026	   4.582	0.01	0.02
D4-LB-BII001    	25/09/2018	11:45:42	 72754.716	452700.082	   4.574	0.01	0.02
D4-LB-MF-A-001  	25/09/2018	11:52:09	 72709.269	452738.927	   0.987	0.02	0.02
RTCM-Ref 0002   	25/09/2018	12:00:22	 83026.177	450987.769	  20.095	0.00	0.00
D4-LB-A-001     	25/09/2018	12:01:06	 72759.908	452722.245	   4.532	0.01	0.02
